id_colis,id_produit,id_commande,exemplaire,motif
110833,1912,86656,3,Le produit n’est pas à la hauteur de mes attentes
110840,250,73494,1,Le produit ne convient pas
110899,1696,63988,2,j ai finalement changé d’avis sur mes besoins
110902,1749,8615,2,il existe une différence entre la fiche produit et l’article livré
110931,1978,54334,1,Le produit ne convient pas
110932,193,41007,1,il y a un problème de taille
110935,1689,86494,3,Le produit n’est pas à la hauteur de mes attentes
110964,1457,18017,3,j ai finalement changé d’avis sur mes besoins
110982,819,24518,3,il existe une différence entre la fiche produit et l’article livré
110991,1076,61907,3,il y a un problème de taille
111033,935,61985,2,Le produit ne convient pas
111065,1704,40284,1,Le produit n’est pas à la hauteur de mes attentes
111077,327,55200,2,il y a un problème de taille
111081,1992,31730,5,il existe une différence entre la fiche produit et l’article livré
111092,2136,36846,1,il existe une différence entre la fiche produit et l’article livré
111105,655,67920,2,produit abimé
111117,1847,56188,2,il existe une différence entre la fiche produit et l’article livré
111145,834,33074,3,produit abimé
111163,1129,60444,2,la couleur du produit ne me plaît pas
111182,831,76498,4,il existe une différence entre la fiche produit et l’article livré
111196,2167,23801,2,il y a un problème de taille
111197,1781,22617,2,il existe une différence entre la fiche produit et l’article livré
111198,1303,82003,2,la couleur du produit ne me plaît pas
111233,1841,61494,5,il y a un problème de taille
111245,1784,7986,4,il existe une différence entre la fiche produit et l’article livré
111254,1125,82514,2,il y a un problème de taille
111263,2062,68349,1,produit abimé
111281,1662,19129,3,la couleur du produit ne me plaît pas
111283,1042,91047,4,Le produit n’est pas à la hauteur de mes attentes
111292,252,24035,1,il existe une différence entre la fiche produit et l’article livré
111308,992,55079,3,Le produit ne convient pas
111314,501,18106,4,Le produit n’est pas à la hauteur de mes attentes
111328,1322,3191,1,Le produit ne convient pas
111356,1754,32074,2,produit abimé
111382,377,7649,1,j ai finalement changé d’avis sur mes besoins
111387,1877,29648,3,produit abimé
111389,213,53827,1,j ai finalement changé d’avis sur mes besoins
111433,1522,4630,4,il y a un problème de taille
111438,1628,43029,5,Le produit n’est pas à la hauteur de mes attentes
111445,1391,74151,1,Le produit n’est pas à la hauteur de mes attentes
111446,467,95986,2,la couleur du produit ne me plaît pas
111463,351,84840,1,il y a un problème de taille
111487,514,36940,1,il y a un problème de taille
111514,1093,53835,1,produit abimé
111525,945,22927,1,j ai finalement changé d’avis sur mes besoins
111526,222,17434,3,il existe une différence entre la fiche produit et l’article livré
111532,950,49614,1,il y a un problème de taille
111540,1162,46093,3,j ai finalement changé d’avis sur mes besoins
111548,372,47083,2,la couleur du produit ne me plaît pas
111552,819,33008,2,produit abimé
111583,1465,90021,1,il y a un problème de taille
111590,68,60989,4,j ai finalement changé d’avis sur mes besoins
111594,1709,37562,2,Le produit ne convient pas
111598,1301,98174,3,il existe une différence entre la fiche produit et l’article livré
111613,1339,37128,2,Le produit n’est pas à la hauteur de mes attentes
111617,2051,13092,1,Le produit ne convient pas
111620,739,85456,2,Le produit ne convient pas
111621,1721,86182,2,Le produit n’est pas à la hauteur de mes attentes
111642,617,47583,5,produit abimé
111643,304,44085,2,j ai finalement changé d’avis sur mes besoins
111644,1112,7832,5,il y a un problème de taille
111650,1251,29715,5,j ai finalement changé d’avis sur mes besoins
111660,2060,17698,3,j ai finalement changé d’avis sur mes besoins
111662,478,85849,2,produit abimé
111692,140,85506,5,j ai finalement changé d’avis sur mes besoins
111732,1632,27235,2,produit abimé
111733,1292,89954,1,la couleur du produit ne me plaît pas
111735,2142,90650,1,Le produit n’est pas à la hauteur de mes attentes
111741,1961,29771,2,la couleur du produit ne me plaît pas
111742,1709,62312,2,la couleur du produit ne me plaît pas
111773,226,6723,2,il existe une différence entre la fiche produit et l’article livré
111782,1410,11613,1,la couleur du produit ne me plaît pas
111791,59,77,1,produit abimé
111802,479,41402,2,Le produit ne convient pas
111838,1245,96809,4,il y a un problème de taille
111844,1277,2222,1,Le produit n’est pas à la hauteur de mes attentes
111847,2114,3703,5,il existe une différence entre la fiche produit et l’article livré
111906,1408,75641,2,il y a un problème de taille
111912,1153,82985,4,j ai finalement changé d’avis sur mes besoins
111920,1296,52191,3,Le produit ne convient pas
111931,836,73398,2,Le produit n’est pas à la hauteur de mes attentes
111948,322,35693,3,Le produit ne convient pas
111980,355,33341,2,Le produit n’est pas à la hauteur de mes attentes
111985,2191,11617,2,la couleur du produit ne me plaît pas
111990,1311,10611,2,Le produit n’est pas à la hauteur de mes attentes
111991,1031,40763,3,il y a un problème de taille
111992,135,77927,1,produit abimé
111993,654,8760,3,Le produit ne convient pas
112015,244,63723,3,il existe une différence entre la fiche produit et l’article livré
112033,95,80907,1,Le produit n’est pas à la hauteur de mes attentes
112088,953,58793,5,il y a un problème de taille
112089,1392,14333,2,il y a un problème de taille
112090,134,57511,1,il existe une différence entre la fiche produit et l’article livré
112092,1558,28516,3,il existe une différence entre la fiche produit et l’article livré
112092,309,28516,4,produit abimé
112097,143,18615,1,la couleur du produit ne me plaît pas
112101,420,87564,1,Le produit ne convient pas
112112,486,33439,2,Le produit n’est pas à la hauteur de mes attentes
112114,1958,49606,1,j ai finalement changé d’avis sur mes besoins
112116,1513,26594,3,Le produit n’est pas à la hauteur de mes attentes
112119,1240,30106,2,la couleur du produit ne me plaît pas
112138,2006,21449,1,j ai finalement changé d’avis sur mes besoins
112150,187,52228,1,il existe une différence entre la fiche produit et l’article livré
112154,969,60166,4,j ai finalement changé d’avis sur mes besoins
112157,1376,63978,1,il y a un problème de taille
112166,627,20989,4,la couleur du produit ne me plaît pas
112188,1072,27345,2,il existe une différence entre la fiche produit et l’article livré
112220,1405,59895,2,j ai finalement changé d’avis sur mes besoins
112236,1228,88233,2,j ai finalement changé d’avis sur mes besoins
112251,650,77652,2,j ai finalement changé d’avis sur mes besoins
112271,154,91427,5,produit abimé
112282,478,82223,1,produit abimé
112309,303,35378,5,j ai finalement changé d’avis sur mes besoins
112318,1891,65365,1,il y a un problème de taille
112321,879,1819,3,il existe une différence entre la fiche produit et l’article livré
112334,177,5040,2,il existe une différence entre la fiche produit et l’article livré
112347,15,85451,3,il existe une différence entre la fiche produit et l’article livré
112356,325,63975,2,Le produit ne convient pas
112372,1440,81496,2,la couleur du produit ne me plaît pas
112400,847,4156,2,il existe une différence entre la fiche produit et l’article livré
112407,1154,56456,3,il existe une différence entre la fiche produit et l’article livré
112408,1695,91535,2,il y a un problème de taille
112417,1612,41383,1,j ai finalement changé d’avis sur mes besoins
112460,892,59175,3,j ai finalement changé d’avis sur mes besoins
112464,1288,91363,4,il y a un problème de taille
112470,911,78947,3,Le produit n’est pas à la hauteur de mes attentes
112479,1568,1074,2,Le produit ne convient pas
112482,1058,32461,4,produit abimé
112482,1960,32461,5,il y a un problème de taille
112483,337,51972,3,la couleur du produit ne me plaît pas
112492,1842,80008,3,la couleur du produit ne me plaît pas
112497,373,99239,1,Le produit ne convient pas
112511,31,29760,4,produit abimé
112546,2177,6279,2,Le produit n’est pas à la hauteur de mes attentes
112560,581,99864,2,il existe une différence entre la fiche produit et l’article livré
112581,156,25573,3,Le produit ne convient pas
112585,304,90573,1,il existe une différence entre la fiche produit et l’article livré
112603,1868,89453,3,produit abimé
112623,385,33097,1,la couleur du produit ne me plaît pas
112637,1219,7629,5,Le produit ne convient pas
112639,2062,48216,3,Le produit ne convient pas
112683,1714,33599,3,il y a un problème de taille
112690,1476,87293,4,Le produit n’est pas à la hauteur de mes attentes
112690,526,87293,5,Le produit n’est pas à la hauteur de mes attentes
112696,1036,57035,1,la couleur du produit ne me plaît pas
112699,76,40810,1,il y a un problème de taille
112716,2031,47026,3,il y a un problème de taille
112729,2160,9208,2,Le produit ne convient pas
112734,1515,21466,2,il existe une différence entre la fiche produit et l’article livré
112753,46,59928,5,il y a un problème de taille
112755,787,96935,3,Le produit ne convient pas
112807,1667,57256,1,j ai finalement changé d’avis sur mes besoins
112823,968,82889,2,la couleur du produit ne me plaît pas
112835,1169,55914,5,la couleur du produit ne me plaît pas
112853,449,64077,2,j ai finalement changé d’avis sur mes besoins
112855,1259,72764,1,Le produit n’est pas à la hauteur de mes attentes
112862,140,40720,1,Le produit n’est pas à la hauteur de mes attentes
112891,1190,29714,1,Le produit n’est pas à la hauteur de mes attentes
112891,1538,29714,5,la couleur du produit ne me plaît pas
112894,1300,84022,4,produit abimé
112932,237,9552,1,Le produit ne convient pas
112938,2148,84800,3,il existe une différence entre la fiche produit et l’article livré
112976,733,63893,2,il existe une différence entre la fiche produit et l’article livré
112996,1030,1290,1,j ai finalement changé d’avis sur mes besoins
112996,673,1290,4,j ai finalement changé d’avis sur mes besoins
113001,1472,83798,2,j ai finalement changé d’avis sur mes besoins
113009,211,96115,1,il existe une différence entre la fiche produit et l’article livré
113014,629,20627,4,la couleur du produit ne me plaît pas
113017,1531,91866,1,Le produit n’est pas à la hauteur de mes attentes
113026,1929,87131,5,Le produit n’est pas à la hauteur de mes attentes
113027,1115,511,1,il existe une différence entre la fiche produit et l’article livré
113044,1016,55713,2,la couleur du produit ne me plaît pas
113048,1214,71445,5,la couleur du produit ne me plaît pas
113065,740,6379,2,il existe une différence entre la fiche produit et l’article livré
113070,2176,75365,2,j ai finalement changé d’avis sur mes besoins
113075,826,82389,2,Le produit n’est pas à la hauteur de mes attentes
113075,1495,82389,3,il existe une différence entre la fiche produit et l’article livré
113082,1756,55814,1,il existe une différence entre la fiche produit et l’article livré
113084,3,13762,1,il y a un problème de taille
113097,710,36159,1,Le produit n’est pas à la hauteur de mes attentes
113106,920,95552,1,il y a un problème de taille
113111,338,15624,2,produit abimé
113121,1978,79771,1,la couleur du produit ne me plaît pas
113138,1561,50582,2,j ai finalement changé d’avis sur mes besoins
113154,428,39579,2,il y a un problème de taille
113190,1554,80730,4,j ai finalement changé d’avis sur mes besoins
113215,2134,20127,1,Le produit n’est pas à la hauteur de mes attentes
113230,259,51016,1,il y a un problème de taille
113236,1929,88200,1,Le produit n’est pas à la hauteur de mes attentes
113269,710,221,3,Le produit n’est pas à la hauteur de mes attentes
113276,2024,8358,4,Le produit n’est pas à la hauteur de mes attentes
113276,244,8358,5,Le produit ne convient pas
113289,1153,11490,4,produit abimé
113303,945,75817,3,la couleur du produit ne me plaît pas
113308,1687,39666,2,Le produit ne convient pas
113345,136,66303,3,il existe une différence entre la fiche produit et l’article livré
113360,1955,33135,2,produit abimé
113362,1895,50367,3,Le produit n’est pas à la hauteur de mes attentes
113365,2178,50385,3,produit abimé
113368,157,67113,3,produit abimé
113399,741,90202,3,Le produit n’est pas à la hauteur de mes attentes
113421,2176,98048,2,il y a un problème de taille
113424,1260,76880,1,Le produit ne convient pas
113425,1272,56551,3,il y a un problème de taille
113436,979,87669,3,Le produit n’est pas à la hauteur de mes attentes
113477,859,93539,2,il existe une différence entre la fiche produit et l’article livré
113490,932,12517,5,produit abimé
113491,1283,2785,2,produit abimé
113497,1492,66135,1,il existe une différence entre la fiche produit et l’article livré
113500,1051,42844,1,Le produit ne convient pas
113524,1792,95882,2,il existe une différence entre la fiche produit et l’article livré
113526,1736,35827,5,Le produit ne convient pas
113568,1812,68637,5,produit abimé
113573,201,26955,4,Le produit ne convient pas
113588,743,9536,3,il existe une différence entre la fiche produit et l’article livré
113591,2004,42610,2,Le produit ne convient pas
113596,1141,30385,1,il existe une différence entre la fiche produit et l’article livré
113597,1793,177,5,j ai finalement changé d’avis sur mes besoins
113605,1900,69648,5,produit abimé
113610,1502,19167,1,la couleur du produit ne me plaît pas
113619,1990,29743,1,j ai finalement changé d’avis sur mes besoins
113621,1374,41326,4,la couleur du produit ne me plaît pas
113632,624,29921,1,il existe une différence entre la fiche produit et l’article livré
113634,54,26562,3,produit abimé
113642,2078,88188,1,Le produit n’est pas à la hauteur de mes attentes
113643,170,81303,1,Le produit n’est pas à la hauteur de mes attentes
113650,1955,82500,2,produit abimé
113680,301,52536,1,il existe une différence entre la fiche produit et l’article livré
113696,1323,23325,1,il y a un problème de taille
113698,192,87698,3,produit abimé
113701,875,12821,2,Le produit n’est pas à la hauteur de mes attentes
113713,1037,43327,4,Le produit n’est pas à la hauteur de mes attentes
113722,496,15613,1,la couleur du produit ne me plaît pas
113727,36,13034,4,produit abimé
113744,1719,97497,4,produit abimé
113754,1184,10593,2,produit abimé
113756,198,27907,1,la couleur du produit ne me plaît pas
113766,1010,10464,2,Le produit ne convient pas
113775,942,32707,1,produit abimé
113781,1906,34094,1,j ai finalement changé d’avis sur mes besoins
113790,132,44072,3,produit abimé
113799,1171,65677,1,Le produit n’est pas à la hauteur de mes attentes
113799,336,65677,3,il y a un problème de taille
113802,1158,13442,2,il y a un problème de taille
113812,1647,77159,1,produit abimé
113816,1146,79431,1,la couleur du produit ne me plaît pas
113841,150,8312,3,il existe une différence entre la fiche produit et l’article livré
113881,1543,23548,2,il y a un problème de taille
113891,576,79607,1,il y a un problème de taille
113892,452,65482,1,il existe une différence entre la fiche produit et l’article livré
113893,847,31186,2,j ai finalement changé d’avis sur mes besoins
113894,1438,14026,1,produit abimé
113910,1611,91239,3,Le produit ne convient pas
113926,1438,43678,3,il existe une différence entre la fiche produit et l’article livré
113927,1136,76818,2,il y a un problème de taille
113930,1555,28356,2,produit abimé
113933,1936,44536,2,il y a un problème de taille
113954,2126,82872,3,il existe une différence entre la fiche produit et l’article livré
113960,444,95976,2,produit abimé
113960,1855,95976,4,Le produit n’est pas à la hauteur de mes attentes
113961,1295,61418,1,Le produit n’est pas à la hauteur de mes attentes
113963,297,38150,2,produit abimé
113979,134,30144,2,j ai finalement changé d’avis sur mes besoins
113981,1282,86615,2,Le produit n’est pas à la hauteur de mes attentes
113992,501,85395,3,Le produit n’est pas à la hauteur de mes attentes
113995,1340,55113,1,il existe une différence entre la fiche produit et l’article livré
114004,1290,48604,1,il existe une différence entre la fiche produit et l’article livré
114030,167,58359,2,la couleur du produit ne me plaît pas
114031,1408,38799,2,produit abimé
114049,237,28133,1,il y a un problème de taille
114051,1033,77358,2,il y a un problème de taille
114089,1611,99286,1,il existe une différence entre la fiche produit et l’article livré
114091,1802,6648,1,Le produit n’est pas à la hauteur de mes attentes
114124,1484,65044,3,la couleur du produit ne me plaît pas
114137,510,53193,1,il existe une différence entre la fiche produit et l’article livré
114155,520,31510,4,Le produit n’est pas à la hauteur de mes attentes
114177,452,4825,5,produit abimé
114190,1532,34704,4,il y a un problème de taille
114205,1331,98147,4,il y a un problème de taille
114230,723,85864,1,Le produit n’est pas à la hauteur de mes attentes
114255,1543,48312,4,produit abimé
114268,842,30823,2,il existe une différence entre la fiche produit et l’article livré
114275,384,42899,1,Le produit ne convient pas
114277,1148,70286,2,j ai finalement changé d’avis sur mes besoins
114329,636,14340,1,la couleur du produit ne me plaît pas
114366,1068,3561,2,j ai finalement changé d’avis sur mes besoins
114453,1651,58044,1,la couleur du produit ne me plaît pas
114466,173,99231,1,produit abimé
114473,2171,81077,1,Le produit n’est pas à la hauteur de mes attentes
114473,781,81077,3,la couleur du produit ne me plaît pas
114515,631,6298,1,j ai finalement changé d’avis sur mes besoins
114516,1352,12485,2,produit abimé
114516,679,12485,4,produit abimé
114530,894,67266,2,Le produit ne convient pas
114541,154,5568,2,Le produit ne convient pas
114554,1234,75503,1,Le produit ne convient pas
114558,1026,58942,1,il existe une différence entre la fiche produit et l’article livré
114559,2067,91964,2,produit abimé
114567,2144,64288,3,la couleur du produit ne me plaît pas
114577,882,84885,2,j ai finalement changé d’avis sur mes besoins
114634,1830,76128,2,Le produit n’est pas à la hauteur de mes attentes
114640,262,15481,1,Le produit ne convient pas
114667,2136,44452,4,il y a un problème de taille
114669,1461,8709,1,la couleur du produit ne me plaît pas
114721,327,15797,1,il y a un problème de taille
114732,13,9118,4,j ai finalement changé d’avis sur mes besoins
114733,727,86689,3,il y a un problème de taille
114745,1642,84495,3,la couleur du produit ne me plaît pas
114779,138,52128,1,il y a un problème de taille
114791,1514,5816,3,Le produit n’est pas à la hauteur de mes attentes
114820,539,77894,4,la couleur du produit ne me plaît pas
114844,1920,1993,4,j ai finalement changé d’avis sur mes besoins
114864,1121,69125,2,il y a un problème de taille
114881,1853,32926,1,il existe une différence entre la fiche produit et l’article livré
114892,1257,43260,1,il existe une différence entre la fiche produit et l’article livré
114904,1463,31854,1,la couleur du produit ne me plaît pas
114942,1705,89731,2,il existe une différence entre la fiche produit et l’article livré
114966,724,82157,1,il y a un problème de taille
114968,601,14027,5,Le produit n’est pas à la hauteur de mes attentes
114980,2197,92477,2,Le produit ne convient pas
114986,805,59031,1,produit abimé
114987,2133,79863,3,il y a un problème de taille
115016,1960,43815,3,la couleur du produit ne me plaît pas
115047,1866,78882,2,produit abimé
115050,101,49395,3,Le produit ne convient pas
115057,831,89614,1,la couleur du produit ne me plaît pas
115096,122,52656,1,il existe une différence entre la fiche produit et l’article livré
115115,1322,39462,2,produit abimé
115116,1819,78486,1,j ai finalement changé d’avis sur mes besoins
115136,764,75258,4,Le produit n’est pas à la hauteur de mes attentes
115145,1118,83041,1,j ai finalement changé d’avis sur mes besoins
115150,1289,7024,2,j ai finalement changé d’avis sur mes besoins
115157,620,41580,2,produit abimé
115160,1186,19825,4,j ai finalement changé d’avis sur mes besoins
115161,1278,87598,2,la couleur du produit ne me plaît pas
115165,2120,74289,1,il existe une différence entre la fiche produit et l’article livré
115214,563,9685,1,il y a un problème de taille
115230,12,85744,4,il existe une différence entre la fiche produit et l’article livré
115246,1235,9101,5,la couleur du produit ne me plaît pas
115256,923,74570,2,il existe une différence entre la fiche produit et l’article livré
115265,1583,70580,2,j ai finalement changé d’avis sur mes besoins
115286,1969,83041,3,produit abimé
115299,1866,10416,2,il existe une différence entre la fiche produit et l’article livré
115299,1400,10416,3,il existe une différence entre la fiche produit et l’article livré
115322,1004,89368,2,j ai finalement changé d’avis sur mes besoins
115353,1417,44924,2,Le produit ne convient pas
115364,521,75790,1,il y a un problème de taille
115366,841,90139,3,j ai finalement changé d’avis sur mes besoins
115366,1962,90139,4,Le produit ne convient pas
115380,1203,51637,5,il y a un problème de taille
115388,1455,72162,2,il y a un problème de taille
115430,650,14923,4,la couleur du produit ne me plaît pas
115431,2128,91865,1,Le produit ne convient pas
115432,1726,32925,2,il y a un problème de taille
115437,176,27772,4,il existe une différence entre la fiche produit et l’article livré
115448,1747,50440,3,produit abimé
115451,1941,31577,3,j ai finalement changé d’avis sur mes besoins
115454,128,91243,1,la couleur du produit ne me plaît pas
115489,1445,64870,1,la couleur du produit ne me plaît pas
115496,198,13793,3,Le produit ne convient pas
115511,421,52475,5,j ai finalement changé d’avis sur mes besoins
115536,383,73178,1,produit abimé
115539,1981,10711,1,Le produit n’est pas à la hauteur de mes attentes
115585,1983,98524,2,produit abimé
115609,1528,17394,4,la couleur du produit ne me plaît pas
115610,1290,31895,3,j ai finalement changé d’avis sur mes besoins
115611,2159,43577,2,produit abimé
115628,1142,1974,1,il existe une différence entre la fiche produit et l’article livré
115635,638,48368,1,la couleur du produit ne me plaît pas
115635,1132,48368,3,Le produit n’est pas à la hauteur de mes attentes
115683,1065,81020,1,produit abimé
115693,1061,92796,1,j ai finalement changé d’avis sur mes besoins
115726,330,41167,1,produit abimé
115837,747,38168,1,Le produit n’est pas à la hauteur de mes attentes
115851,179,77198,1,j ai finalement changé d’avis sur mes besoins
115862,938,72109,5,produit abimé
115881,24,60750,1,produit abimé
115914,2032,59394,3,Le produit ne convient pas
115926,1642,71945,1,il y a un problème de taille
115932,96,37684,2,j ai finalement changé d’avis sur mes besoins
115945,1067,31973,1,Le produit n’est pas à la hauteur de mes attentes
115958,1930,36938,2,Le produit n’est pas à la hauteur de mes attentes
115991,2042,10326,2,la couleur du produit ne me plaît pas
115999,1306,88787,3,produit abimé
116042,1773,67264,1,produit abimé
116050,291,64063,3,il existe une différence entre la fiche produit et l’article livré
116053,950,97565,2,j ai finalement changé d’avis sur mes besoins
116069,862,79484,4,la couleur du produit ne me plaît pas
116072,1050,91183,4,produit abimé
116073,14,62009,1,produit abimé
116075,1781,90398,3,j ai finalement changé d’avis sur mes besoins
116080,1791,22321,1,produit abimé
116085,414,8104,2,la couleur du produit ne me plaît pas
116089,706,8405,2,Le produit n’est pas à la hauteur de mes attentes
116113,677,85149,2,j ai finalement changé d’avis sur mes besoins
116118,1907,5032,1,Le produit n’est pas à la hauteur de mes attentes
116144,1243,66342,2,Le produit ne convient pas
116150,1563,34828,1,produit abimé
116164,1703,97386,5,j ai finalement changé d’avis sur mes besoins
116165,344,77348,1,il y a un problème de taille
116180,247,40370,1,Le produit ne convient pas
116181,1687,34969,3,Le produit n’est pas à la hauteur de mes attentes
116196,1416,91218,1,j ai finalement changé d’avis sur mes besoins
116204,1960,73620,1,Le produit n’est pas à la hauteur de mes attentes
116217,1775,47489,2,j ai finalement changé d’avis sur mes besoins
116218,769,12194,2,la couleur du produit ne me plaît pas
116240,1632,73340,1,j ai finalement changé d’avis sur mes besoins
116275,847,19229,4,il y a un problème de taille
116295,2021,36552,3,Le produit ne convient pas
116305,791,16291,3,produit abimé
116307,431,34356,2,Le produit ne convient pas
116307,292,34356,4,il y a un problème de taille
116308,476,9218,5,il y a un problème de taille
116333,1343,278,1,produit abimé
116353,971,30288,1,la couleur du produit ne me plaît pas
116361,2173,90925,4,il existe une différence entre la fiche produit et l’article livré
116381,435,48732,1,il existe une différence entre la fiche produit et l’article livré
116396,127,30006,2,j ai finalement changé d’avis sur mes besoins
116407,777,11861,3,la couleur du produit ne me plaît pas
116417,1167,32586,3,il existe une différence entre la fiche produit et l’article livré
116446,869,15971,2,Le produit n’est pas à la hauteur de mes attentes
116466,38,42636,1,il existe une différence entre la fiche produit et l’article livré
116485,1934,92539,3,produit abimé
116494,88,7622,2,produit abimé
116496,1647,20148,2,il y a un problème de taille
116504,956,71716,1,il y a un problème de taille
116518,1952,61089,4,il existe une différence entre la fiche produit et l’article livré
116527,152,49363,1,Le produit ne convient pas
116539,519,37816,1,il existe une différence entre la fiche produit et l’article livré
116539,1616,37816,2,la couleur du produit ne me plaît pas
116566,1382,95649,1,produit abimé
116575,594,79926,4,il existe une différence entre la fiche produit et l’article livré
116585,1411,15290,3,il existe une différence entre la fiche produit et l’article livré
116608,879,14882,3,il existe une différence entre la fiche produit et l’article livré
116610,232,77304,1,Le produit n’est pas à la hauteur de mes attentes
116645,921,46591,1,produit abimé
116649,1312,2350,1,produit abimé
116649,721,2350,3,Le produit n’est pas à la hauteur de mes attentes
116668,1205,57402,3,produit abimé
116711,1777,98699,4,j ai finalement changé d’avis sur mes besoins
116744,725,80781,1,Le produit ne convient pas
116744,391,80781,2,Le produit n’est pas à la hauteur de mes attentes
116754,1466,27642,2,la couleur du produit ne me plaît pas
116771,1493,18776,5,Le produit n’est pas à la hauteur de mes attentes
116778,936,39048,2,Le produit ne convient pas
116786,1180,74299,1,il y a un problème de taille
116825,1920,15474,2,la couleur du produit ne me plaît pas
116840,263,66007,2,Le produit ne convient pas
116849,2139,79385,1,il existe une différence entre la fiche produit et l’article livré
116856,1762,4077,4,Le produit ne convient pas
116856,936,4077,5,Le produit n’est pas à la hauteur de mes attentes
116877,1176,68547,3,il existe une différence entre la fiche produit et l’article livré
116896,654,29769,5,Le produit ne convient pas
116899,903,18549,1,il existe une différence entre la fiche produit et l’article livré
116903,1670,57638,1,produit abimé
116915,202,69122,4,Le produit ne convient pas
116923,1197,1339,1,j ai finalement changé d’avis sur mes besoins
116942,1984,82447,2,la couleur du produit ne me plaît pas
116949,1638,7889,3,la couleur du produit ne me plaît pas
116957,1827,87658,4,Le produit n’est pas à la hauteur de mes attentes
116961,1224,89324,1,Le produit ne convient pas
116969,1287,25612,3,Le produit ne convient pas
116973,2181,59101,1,Le produit n’est pas à la hauteur de mes attentes
116973,2086,59101,4,j ai finalement changé d’avis sur mes besoins
116978,1826,42616,5,la couleur du produit ne me plaît pas
116985,1332,32005,3,Le produit n’est pas à la hauteur de mes attentes
117000,1047,83291,3,j ai finalement changé d’avis sur mes besoins
117002,278,84030,4,il y a un problème de taille
117017,1491,55612,2,il y a un problème de taille
117020,476,90968,2,il y a un problème de taille
117023,1461,3599,5,j ai finalement changé d’avis sur mes besoins
117026,153,83143,4,il y a un problème de taille
117030,1192,2514,2,Le produit ne convient pas
117090,1118,41694,2,j ai finalement changé d’avis sur mes besoins
117092,237,89245,1,la couleur du produit ne me plaît pas
117110,1980,71156,3,produit abimé
117122,1144,16494,1,il existe une différence entre la fiche produit et l’article livré
117137,284,52430,3,Le produit n’est pas à la hauteur de mes attentes
117150,1986,28788,1,il y a un problème de taille
117151,1485,48097,1,Le produit n’est pas à la hauteur de mes attentes
117163,2036,95783,1,Le produit n’est pas à la hauteur de mes attentes
117167,841,29429,5,il existe une différence entre la fiche produit et l’article livré
117190,1244,32389,2,il existe une différence entre la fiche produit et l’article livré
117194,489,83031,1,Le produit n’est pas à la hauteur de mes attentes
117199,1487,49034,1,Le produit n’est pas à la hauteur de mes attentes
117222,2,15886,5,j ai finalement changé d’avis sur mes besoins
117298,1266,87668,1,il y a un problème de taille
117306,1410,72939,5,il y a un problème de taille
117311,489,61371,3,j ai finalement changé d’avis sur mes besoins
117322,1120,48219,1,produit abimé
117326,815,6365,2,Le produit n’est pas à la hauteur de mes attentes
117332,1937,15398,2,Le produit ne convient pas
117339,129,39333,1,produit abimé
117339,1437,39333,3,il existe une différence entre la fiche produit et l’article livré
117363,274,79390,1,Le produit n’est pas à la hauteur de mes attentes
117372,1078,11392,3,il existe une différence entre la fiche produit et l’article livré
117378,1632,52370,1,Le produit n’est pas à la hauteur de mes attentes
117392,1018,55216,1,la couleur du produit ne me plaît pas
117412,2149,95209,4,Le produit n’est pas à la hauteur de mes attentes
117424,321,5957,5,Le produit ne convient pas
117441,636,42175,2,Le produit ne convient pas
117452,525,70692,4,il existe une différence entre la fiche produit et l’article livré
117454,1226,48790,1,il y a un problème de taille
117458,278,57011,4,produit abimé
117478,2172,3746,4,Le produit ne convient pas
117488,1625,22870,3,j ai finalement changé d’avis sur mes besoins
117492,177,22899,1,la couleur du produit ne me plaît pas
117540,481,66800,2,j ai finalement changé d’avis sur mes besoins
117550,1737,52822,5,j ai finalement changé d’avis sur mes besoins
117556,1236,46694,1,Le produit ne convient pas
117568,58,62937,1,il existe une différence entre la fiche produit et l’article livré
117574,1827,47645,4,il existe une différence entre la fiche produit et l’article livré
117578,959,87145,2,il y a un problème de taille
117583,253,55128,1,produit abimé
117618,70,53656,2,il existe une différence entre la fiche produit et l’article livré
117619,360,52701,3,il y a un problème de taille
117621,1326,23983,1,Le produit n’est pas à la hauteur de mes attentes
117656,76,8060,5,la couleur du produit ne me plaît pas
117673,2186,65714,2,Le produit n’est pas à la hauteur de mes attentes
117690,496,88470,4,la couleur du produit ne me plaît pas
117697,69,52279,3,j ai finalement changé d’avis sur mes besoins
117705,1050,2944,3,Le produit ne convient pas
117736,705,36802,2,produit abimé
117740,151,71441,5,la couleur du produit ne me plaît pas
117741,1205,54490,1,Le produit n’est pas à la hauteur de mes attentes
117756,1447,26967,4,la couleur du produit ne me plaît pas
117773,300,94792,4,j ai finalement changé d’avis sur mes besoins
117784,2066,80089,5,Le produit ne convient pas
117787,1511,94272,3,produit abimé
117803,834,96649,2,Le produit n’est pas à la hauteur de mes attentes
117849,535,64540,1,j ai finalement changé d’avis sur mes besoins
117863,136,50109,4,Le produit ne convient pas
117875,1973,45633,3,Le produit ne convient pas
117921,1189,26874,4,produit abimé
117939,1371,52901,1,Le produit n’est pas à la hauteur de mes attentes
117945,1042,76553,4,il existe une différence entre la fiche produit et l’article livré
117951,1893,58626,1,il existe une différence entre la fiche produit et l’article livré
117968,2131,24465,1,il existe une différence entre la fiche produit et l’article livré
117975,1965,34101,1,il existe une différence entre la fiche produit et l’article livré
117984,519,49960,1,Le produit ne convient pas
