id_panier,id_produit,quantité
21091,1723,1
21109,1204,3
21113,891,2
21116,1803,2
21134,365,1
21138,418,3
21142,983,3
21154,1010,3
21170,939,2
21180,947,2
21193,735,3
21195,540,2
21204,1572,2
21221,1071,2
21224,1343,3
21239,986,1
21259,388,3
21262,1537,3
21264,569,1
21276,1746,3
21286,1557,3
21328,1634,3
21331,1760,3
21342,98,1
21369,2173,3
21380,1893,2
21386,94,1
21390,447,3
21392,321,1
21403,1050,2
21416,1050,2
21420,1861,1
21432,454,2
21435,972,1
21441,1878,2
21447,1552,3
21456,2027,2
21465,400,2
21469,100,2
21477,1370,3
21487,1403,2
21513,580,2
21521,466,1
21538,1119,3
21553,520,2
21554,1237,1
21560,908,2
21568,2130,2
21577,821,2
21583,397,1
21607,1152,2
21629,1893,1
21636,671,2
21642,1904,2
21651,789,1
21654,1022,2
21657,932,1
21659,1505,1
21665,749,3
21670,370,1
21671,233,1
21678,1996,2
21683,427,1
21686,1506,3
21689,300,1
21697,1851,2
21714,1416,1
21747,605,1
21758,1678,2
21765,1544,1
21769,724,3
21772,1214,2
21775,767,1
21782,1494,1
21800,955,3
21840,14,1
21849,1991,3
21864,399,1
21889,994,1
21892,341,1
21930,362,2
21950,74,1
21966,885,2
21979,1086,3
21982,1211,1
22001,1369,3
22005,464,2
22019,1701,2
22022,1779,2
22037,960,1
22040,1192,2
22042,445,3
22050,1609,1
22052,1002,2
22082,1324,1
22090,1299,3
22126,2041,2
22131,447,1
22157,804,3
22168,313,1
22189,1527,3
22198,1452,2
22207,289,2
22225,1987,2
22243,1024,1
22247,1565,3
22249,430,2
22252,289,3
22274,186,3
22291,1445,3
22310,629,3
22317,842,3
22331,2154,3
22332,788,2
22345,1573,2
22346,375,1
22350,77,3
22354,2160,3
22356,301,2
22372,169,2
22373,2007,3
22379,779,2
22391,775,1
22393,1537,1
22394,1035,2
22422,491,2
22445,643,2
22463,1972,2
22487,1564,3
22496,531,1
22511,1137,1
22516,767,2
22538,209,3
22542,946,2
22559,646,2
22567,64,2
22568,2197,2
22597,1418,2
22598,1315,1
22634,1225,2
22640,176,2
22643,1922,1
22646,1037,1
22659,1766,3
22661,1370,1
22665,618,3
22682,499,1
22691,1693,2
22705,886,1
22709,1618,3
22734,264,2
22745,181,1
22749,1150,3
22755,129,3
22764,1991,3
22779,1562,1
22801,159,2
22813,1358,3
22826,186,1
22838,814,1
22851,631,1
22854,711,1
22870,1712,3
22875,711,2
22880,284,3
22883,1863,3
22911,260,1
22919,1944,2
22924,1953,2
22926,1647,1
22966,729,3
22968,2181,2
23008,1446,1
23020,1466,3
23025,723,3
23067,201,1
23085,1240,2
23098,98,3
23099,1135,3
23107,1971,1
23154,2032,2
23159,146,1
23166,599,3
23171,1164,1
23172,226,1
23190,1417,3
23193,1789,2
23215,624,3
23230,1956,3
23234,1709,3
23247,647,3
23254,1273,1
23284,199,3
23306,1387,3
23314,1911,2
23323,9,3
23351,1975,2
23371,2059,2
23379,1831,3
23389,848,3
23390,1340,2
23393,1240,1
23395,384,2
23409,1546,2
23410,2195,1
23429,837,1
23437,856,3
23444,687,1
23450,1285,1
23454,1052,1
23456,965,3
23463,780,3
23464,575,3
23465,1438,1
23467,18,2
23486,1441,1
23498,529,3
23513,216,2
23521,784,2
23534,222,2
23576,1029,3
23613,451,2
23627,1595,3
23629,1329,3
23635,546,2
23636,1316,3
23639,67,1
23686,277,3
23700,40,1
23701,80,2
23708,668,1
23741,88,2
23746,1255,3
23748,514,3
23752,2027,3
23766,375,3
23781,430,2
23823,1967,2
23836,1951,1
23839,200,1
23895,448,2
23908,1195,1
23909,1955,1
23912,1293,1
23930,2191,1
23936,1209,1
23944,129,3
23948,2007,2
23950,1726,3
23958,717,2
23965,2034,2
23979,883,3
23995,19,1
24011,1969,3
24012,924,1
24044,337,2
24052,832,3
24055,2155,1
24077,283,2
24087,1736,2
24091,1886,2
24126,1911,2
24129,206,3
24138,994,1
24153,1283,1
24165,1627,2
24169,1754,2
24188,568,1
24196,785,2
24199,1015,2
24203,1969,1
24204,1572,2
24217,1744,2
24224,842,1
24250,52,2
24265,1197,3
24274,728,1
24278,1035,2
24295,66,3
24323,614,2
24337,1268,3
24341,587,3
24347,1214,1
24361,1146,2
24368,951,3
24392,437,2
24401,2186,3
24403,1806,1
24421,550,3
24429,1718,3
24449,1346,1
24464,923,2
24474,647,1
24481,743,3
24507,1199,1
24516,1370,3
24524,707,2
24540,883,1
24551,1417,1
24561,1583,1
24598,147,3
24635,2126,3
24664,2004,1
24666,1896,3
24696,1775,2
24705,202,3
24707,909,3
24726,2008,3
24735,1138,1
24740,2034,3
24783,1260,3
24788,79,1
24799,1530,2
24812,816,1
24818,854,1
24820,1169,1
24825,1784,2
24850,1028,2
24868,655,2
24881,2121,3
24886,87,2
24887,297,2
24894,129,3
24908,709,3
24934,868,3
24938,555,1
24960,1159,2
24985,900,3
24993,1099,2
24995,2034,1
25031,1565,2
25033,1435,2
25042,1323,2
25053,1181,2
25068,1529,1
25077,1369,1
25084,53,2
25110,1279,2
25112,151,1
25118,1531,3
25121,1049,2
25124,2012,3
25127,1852,3
25144,313,3
25147,612,3
25166,1377,1
25167,605,3
25173,1552,2
25179,2149,2
25192,1046,1
25193,933,2
25202,1319,1
25203,1368,2
25207,127,1
25242,242,1
25247,966,1
25257,845,2
25261,364,1
25266,283,3
25274,1926,3
25278,1817,1
25297,159,3
25299,485,2
25312,462,1
25316,33,3
25332,24,2
25338,915,2
25342,1465,1
25347,513,3
25357,2093,3
25362,309,2
25368,1842,3
25374,649,3
25379,711,2
25405,988,1
25440,1099,3
25443,206,1
25447,1329,1
25448,159,2
25463,1125,2
25468,1527,3
25470,1544,3
25483,932,2
25508,1306,1
25518,1847,2
25532,2126,2
25553,1617,1
25560,2050,3
25563,1870,3
25571,678,3
25575,203,3
25582,1810,1
25593,655,2
25603,910,1
25604,1184,1
25633,530,1
25641,1438,1
25655,1137,3
25656,1895,1
25660,2179,1
25662,1085,2
25666,1034,3
25676,1610,3
25677,6,3
25683,1243,1
25695,424,1
25697,487,2
25728,708,1
25730,2101,3
25732,2063,1
25737,390,2
25738,938,2
25739,1781,2
25740,147,3
25744,481,1
25747,1636,3
25749,1324,2
25781,1484,2
25789,800,2
25794,1417,2
25803,2040,2
25804,1334,1
25818,830,3
25830,1607,2
25833,1138,2
25834,1368,3
25840,2026,1
25850,67,3
25853,749,3
25873,539,3
25899,2162,3
25906,1895,3
25930,1776,3
25956,1742,2
25964,589,2
25968,1952,1
25971,2128,3
26006,269,3
26016,697,1
26053,445,1
26054,731,3
26056,591,2
26061,1815,2
26099,1264,3
26107,1999,3
26109,817,2
26121,769,2
26140,786,2
26156,1024,2
26165,1847,2
26168,1469,1
26191,2129,1
26193,1217,2
26205,1413,1
26223,1563,3
26231,576,2
26236,982,3
26237,334,2
26254,883,1
26256,2050,2
26258,715,1
26275,1596,2
26277,1541,2
26282,1591,3
26318,1967,2
26321,474,2
26335,1793,2
26340,699,1
26356,544,1
26364,457,3
26381,1836,2
26390,1679,3
26398,1341,1
26405,2130,2
26406,1667,3
26408,1682,3
26410,1786,1
26424,1327,2
26451,959,1
26458,1754,2
26464,1584,1
26466,1910,2
26468,543,3
26473,1595,3
26476,299,1
26494,806,3
26498,1921,2
26499,1756,3
26509,1691,2
26510,2074,1
26519,1060,3
26520,211,1
26553,874,3
26571,1963,2
26575,1147,3
26578,1921,3
26584,1312,2
26593,657,1
26613,870,1
26620,1600,1
26623,499,3
26654,438,1
26655,1567,2
26671,274,1
26675,1106,2
26739,1696,2
26755,709,1
26763,1296,2
26791,969,1
26814,679,3
26850,1598,1
26886,662,2
26901,961,3
26907,472,2
26910,1084,2
26912,1001,3
26918,1450,3
26929,1526,3
26949,1571,2
26952,900,2
26967,995,3
26980,390,3
26993,1599,1
26996,1518,3
27018,1586,3
27043,788,1
27054,1834,2
27058,587,2
27065,900,3
27084,1063,1
27098,1701,1
27114,608,2
27133,576,1
27175,1769,1
27179,439,2
27185,2177,3
27194,543,3
27200,1143,1
27219,571,1
27229,2115,2
27257,1986,1
27267,1891,3
27277,777,3
27283,1012,3
27289,62,1
27291,762,1
27293,1685,3
27297,2079,1
27315,1755,3
27365,2027,1
27368,1322,3
27372,242,2
27374,1189,2
27384,673,3
27400,580,3
27423,737,3
27429,1305,2
27431,2115,2
27461,611,1
27465,1735,1
27490,1584,3
27495,1882,2
27506,166,1
27518,1847,3
27523,711,2
27525,213,3
27535,1528,2
27543,304,1
27545,1740,2
27555,2114,1
27569,1746,1
27581,1460,1
27625,2178,3
27633,544,3
27636,1850,2
27656,1992,1
27658,773,3
27664,278,1
27669,789,3
27674,183,2
27692,1774,2
27696,737,3
27699,965,3
27718,1683,2
27720,243,3
27733,480,2
27740,2168,1
27746,817,2
27753,1833,2
27756,1195,2
27760,1066,2
27762,2177,1
27797,1532,1
27823,198,3
27841,1877,2
27842,308,3
27856,1452,2
27867,356,3
27872,1859,3
27877,1587,1
27878,1353,1
27883,348,3
27893,464,2
27938,1249,3
27945,1829,1
27948,715,1
27954,667,3
27962,2007,1
27968,35,3
27980,64,1
27984,902,2
27987,2049,3
28006,1891,1
28030,1277,3
28031,1995,1
28040,712,1
28062,1817,2
28100,319,3
28106,507,1
28119,821,2
28124,1144,3
28126,1424,3
28163,1736,2
28174,884,3
28184,461,2
28185,603,3
28190,956,3
28192,2171,2
28194,10,3
28207,337,1
28210,619,1
28216,585,3
28228,720,1
28244,2049,3
28256,1632,1
28260,657,2
28266,1537,3
28282,2062,1
28298,1794,1
28304,1090,3
28307,1627,1
28312,2072,2
28322,645,2
28333,1126,3
28354,2114,2
28358,603,2
28368,707,1
28378,145,3
28381,2172,1
28402,1312,3
28447,1382,1
28470,1450,3
28471,1978,1
28481,1085,1
28496,1402,1
28511,1258,2
28515,935,2
28522,2096,3
28528,1128,2
28543,247,2
28547,1746,1
28561,1834,3
28591,2051,3
28592,1800,2
28608,2177,1
28613,351,3
28615,1055,3
28624,899,1
28626,1307,3
28632,452,3
28636,1453,2
28642,1544,2
28643,2071,1
28645,1168,3
28648,259,3
28649,860,2
28665,1597,1
28672,1690,1
28674,1415,1
28682,1303,2
28684,502,3
28702,2013,3
28710,732,3
28713,2094,3
28722,491,2
28732,168,3
28744,1878,1
28753,179,1
28755,1431,1
28787,1582,1
28789,2151,3
28798,1337,3
28815,2005,3
28824,1820,1
28825,398,1
28828,2171,2
28834,1196,3
28856,340,2
28867,2196,3
28876,1473,1
28920,1088,2
28924,1342,3
28941,768,2
28953,1602,2
28979,19,3
28981,1115,1
28989,1284,2
28992,1919,2
29010,720,2
29015,1782,2
29044,2063,1
29053,2000,3
29073,248,3
29080,78,3
29084,1267,3
29090,2050,2
29092,1696,3
29119,1054,3
29130,2008,2
29131,929,3
29134,1086,1
29172,366,2
29179,913,2
29183,1903,1
29186,1593,3
29197,24,2
29220,160,3
29224,971,1
29241,1709,1
29254,2141,1
29256,879,3
29260,1817,2
29263,2037,2
29279,861,1
29293,1340,1
29295,800,3
29299,1845,1
29317,543,1
29327,76,2
29329,1369,1
29333,766,1
29341,402,3
29361,2160,1
29363,1483,1
29366,1454,1
29371,2067,2
29388,1664,1
29393,1916,1
29402,628,1
29417,914,1
29427,318,2
29429,346,3
29430,874,3
29432,1672,2
29440,1225,3
29447,833,3
29451,1014,3
29467,380,1
29488,755,1
29490,1653,2
29491,310,2
29508,1724,2
29514,2166,2
29530,1485,2
29538,1376,3
29603,983,2
29615,95,2
29617,1561,3
29620,372,2
29632,1210,1
29648,82,1
29649,12,1
29656,1298,2
29674,2179,2
29696,1258,2
29701,887,2
29714,925,3
29724,24,2
29730,2125,2
29735,281,1
29739,259,1
29750,1809,2
29766,874,1
29786,1573,2
29790,818,2
29827,793,3
29858,280,3
29871,54,2
29885,638,1
29888,775,1
29905,78,3
29918,1746,1
29944,492,3
29950,1205,2
29965,594,3
29966,300,3
30004,1714,2
30024,1908,3
30036,1680,1
30043,16,1
30058,1863,2
30078,1813,3
30093,2059,1
30100,1461,3
30139,66,2
30171,287,1
30192,376,1
30209,278,3
30213,1430,1
30214,1828,2
30225,1809,1
30243,2178,1
30254,768,3
30303,517,2
30313,15,3
30316,1750,3
30324,2126,2
30325,1768,3
30328,2115,1
30339,1507,2
30347,1389,1
30353,1585,1
30355,1521,2
30377,1622,2
30378,360,2
30381,1944,3
30386,1028,2
30390,154,3
30399,734,1
30402,1442,3
30409,1805,2
30427,1533,1
30428,692,2
30439,1273,2
30443,157,3
30456,1681,2
30464,708,3
30470,842,1
30481,869,3
30482,1807,2
30492,79,1
30505,1715,1
30524,346,2
30538,297,1
30589,454,2
30596,673,1
30598,1082,3
30608,515,1
30610,1547,2
30611,1551,1
30632,1904,2
30652,1161,3
30664,2,1
30671,628,2
30676,2034,1
30679,853,2
30691,474,1
30692,2153,1
30706,1287,2
30714,1086,3
30742,264,3
30747,1760,1
30762,806,3
30766,713,3
30777,683,3
30790,618,1
30814,334,2
30823,1791,2
30827,502,2
30828,2085,3
30840,1950,3
30848,620,3
30869,47,3
30887,72,1
30891,719,3
30898,662,3
30908,104,2
30912,1954,2
30923,169,3
30933,464,1
30969,1512,2
30990,488,2
31009,1906,3
31033,93,3
31049,1115,3
31062,1534,1
31068,1781,3
31097,643,2
31132,1381,1
31135,1237,2
31147,168,1
31170,1457,1
31175,650,1
31181,19,3
31182,388,2
31206,2006,2
31240,1951,1
31242,2072,2
31247,1143,2
31260,1714,3
31274,834,3
31313,1193,1
31323,2102,3
31325,251,3
31326,1880,2
31334,625,3
31338,711,1
31350,556,2
31351,604,1
31355,533,1
31358,1984,2
31360,1145,1
31366,325,3
31369,2123,3
31376,987,3
31416,1785,2
31418,1281,2
31430,849,2
31435,484,1
31449,2190,1
31466,1822,2
31471,907,1
31473,1446,1
31481,1585,1
31513,154,1
31535,131,2
31540,631,2
31556,376,2
31565,172,2
31582,896,2
31594,2167,1
31638,1025,1
31643,968,1
31678,471,2
31685,611,2
31687,459,3
31700,1029,3
31720,1906,3
31724,1343,3
31726,1992,2
31737,63,2
31741,985,1
31767,192,2
31773,1674,1
31779,220,3
31781,1355,3
31802,575,3
31806,2023,2
31825,647,3
31834,221,2
31835,735,3
31851,1800,3
31855,136,3
31884,428,1
31897,1141,1
31898,1559,3
31907,1092,3
31910,1316,3
31922,533,3
31924,543,3
31939,1340,1
31951,1447,2
31954,1534,1
31962,480,1
31983,1640,3
31984,1057,2
31993,1637,2
31995,1246,3
31999,1474,3
32008,1720,3
32021,2018,1
32022,2009,3
32043,1150,1
32059,1003,1
32064,514,3
32078,1630,3
32082,1856,2
32091,477,2
32095,98,3
32097,1950,3
32106,592,2
32135,1454,1
32143,1526,2
32150,655,3
32161,1269,3
32190,443,3
32214,376,2
32225,1057,3
32231,1688,1
32245,747,3
32256,1092,2
32268,2033,3
32275,1011,1
32293,1840,2
32300,1264,2
32321,1162,3
32322,1303,3
32336,987,3
32343,100,1
32345,451,1
32362,1308,2
32367,1581,2
32400,1025,2
32414,1842,2
32424,629,3
32436,1683,3
32439,352,3
32452,820,3
32458,687,2
32493,1786,3
32494,1960,3
32499,348,3
32540,607,3
32544,975,2
32570,383,1
32588,868,3
32594,2035,2
32600,1418,3
32616,673,2
32625,1481,1
32635,443,1
32653,2167,3
32658,1369,2
32671,1396,1
32684,1423,2
32692,1057,3
32694,544,1
32703,768,1
32743,1421,1
32812,324,1
32831,1769,2
32833,104,1
32848,1340,3
32853,1771,3
32858,99,2
32896,671,2
32899,1792,3
32900,1939,2
32913,2151,2
32927,1158,3
32945,297,1
32950,1119,1
32954,1839,3
32962,800,2
32968,1066,3
32971,73,3
32995,450,2
33007,1545,3
33027,1829,1
33029,1592,2
33036,1481,2
33039,1270,3
33044,376,2
33054,578,3
33056,903,2
33062,1669,3
33096,1857,2
33127,1385,1
33133,263,2
33141,1337,1
33150,697,1
33175,1433,3
33182,875,3
33184,320,2
33205,1463,3
33224,1579,1
33232,748,1
33252,999,1
33253,1249,2
33258,2001,1
33296,520,2
33311,2112,1
33333,366,3
33343,1331,3
33380,1420,1
33395,73,3
33407,2049,1
33415,40,3
33488,1586,1
33493,1062,3
33496,1394,2
33515,2195,2
33516,67,1
33523,1246,1
33531,1054,2
33534,2060,1
33536,868,3
33554,511,1
33566,399,2
33569,491,1
33585,1419,2
33605,1907,1
33610,86,2
33624,1875,2
33636,2034,1
33648,902,3
33653,1136,3
33680,528,2
33695,1572,3
33699,327,1
33705,1135,1
33706,2000,2
33709,1913,1
33724,1492,2
33735,1430,1
33738,86,1
33742,645,1
33745,334,3
33763,1533,1
33765,1563,1
33774,949,3
33788,1159,1
33800,1817,2
33817,143,2
33820,1534,1
33824,1211,3
33832,439,1
33846,2012,2
33864,904,3
33871,2178,1
33876,1463,3
33888,635,3
33923,720,1
33941,18,3
33970,1914,3
33980,1414,2
33982,468,1
34024,272,3
34051,785,3
34073,438,2
34074,1052,1
34080,350,1
34099,634,1
34115,744,2
34122,440,2
34125,1030,1
34128,31,3
34141,1482,1
34189,960,3
34194,469,1
34203,1670,1
34206,1896,1
34214,1326,2
34228,1329,3
34235,274,1
34238,1186,2
34247,463,1
34260,396,1
34261,328,1
34280,1741,2
34282,941,2
34285,1955,1
34307,277,1
34313,458,1
34314,954,3
34339,29,2
34349,621,3
34354,1364,3
34361,1751,1
34375,171,1
34381,928,2
34387,1107,2
34397,596,1
34399,1838,1
34402,1090,1
34404,939,2
34414,1932,3
34420,145,1
34426,1140,1
34437,1643,3
34449,1172,2
34455,1895,1
34457,1612,1
34470,981,1
34471,1543,1
34487,2142,3
34509,660,3
34525,991,3
34575,1308,3
34593,1316,3
34611,388,3
34630,38,1
34632,1402,1
34635,658,2
34665,183,3
34669,211,1
34680,1197,3
34685,16,3
34691,2021,2
34743,889,3
34768,2062,1
34769,2016,2
34776,710,2
34807,533,1
34808,1201,2
34811,1945,1
34817,2161,2
34824,2124,2
34827,1460,3
34829,677,1
34841,2101,1
34849,1118,1
34852,310,3
34871,1341,1
34897,334,1
34899,579,3
34901,277,2
34910,409,3
34914,1652,1
34920,1366,2
34937,1825,3
34939,1146,2
34940,1681,3
34952,2111,1
34958,1407,2
34959,716,2
34960,1307,3
34990,1036,1
34993,1994,2
35006,1424,3
35019,1331,3
35032,2038,1
35055,1632,1
35058,952,3
35089,137,2
35099,1312,2
35125,1275,3
35136,1198,3
35160,970,3
35164,1414,2
35176,1491,1
35180,1602,3
35187,450,1
35192,1714,1
35203,1338,2
35235,1563,2
35250,1077,1
35254,1698,3
35260,800,1
35263,865,2
35284,955,3
35299,704,2
35306,1968,1
35311,105,3
35316,1051,2
35319,1868,2
35328,903,3
35331,945,2
35341,1586,1
35343,165,2
35346,1254,3
35351,1154,1
35372,1780,2
35374,1853,3
35377,814,1
35388,740,1
35389,714,2
35395,1284,3
35402,196,2
35407,47,1
35408,1979,2
35420,594,3
35433,2093,2
35450,216,1
35463,1285,3
35479,1321,3
35487,1335,2
35494,240,2
35499,1081,2
35509,607,1
35511,839,3
35528,657,3
35531,58,3
35533,513,1
35543,1550,1
35547,111,2
35580,1024,2
35593,728,2
35600,2184,2
35630,105,3
35631,760,2
35637,1673,3
35656,730,3
35670,571,3
35682,1188,1
35687,2000,3
35694,725,2
35704,397,3
35720,1767,2
35733,37,3
35742,833,1
35762,2169,2
35771,2039,3
35786,574,2
35801,2190,1
35819,857,1
35837,149,1
35850,804,2
35852,291,2
35854,328,1
35865,1411,3
35902,419,2
35916,1241,1
35941,10,2
35972,70,1
35975,443,3
35978,2067,3
36011,704,3
36018,936,2
36043,374,3
36046,1560,3
36049,1704,3
36066,159,1
36071,1463,2
36076,219,3
36092,531,2
36095,2111,2
36096,1163,3
36110,669,3
36126,1775,3
36138,330,2
36141,2144,2
36143,1336,2
36190,1864,3
36208,369,1
36213,1472,3
36220,1240,1
36227,1503,1
36241,1314,3
36245,758,3
36246,1186,2
36254,511,2
36258,1533,3
36296,1296,3
36302,1192,2
36309,530,1
36318,2168,3
36319,1638,3
36332,108,2
36334,1786,2
36344,1593,1
36349,445,3
36381,1874,3
36387,1384,2
36398,712,2
36405,210,3
36406,2015,1
36415,1838,1
36418,541,1
36476,1004,3
36499,546,3
36512,2145,2
36516,1082,3
36519,1759,2
36520,1104,2
36521,326,1
36534,664,1
36546,350,1
36565,945,1
36597,2172,1
36609,25,1
36643,1542,3
36661,1410,1
36663,1987,1
36678,822,3
36683,929,1
36684,255,2
36692,1592,3
36700,417,1
36706,1821,3
36712,1499,3
36719,1580,1
36726,1270,3
36732,2171,3
36734,1140,1
36735,622,1
36738,934,2
36742,26,1
36766,57,1
36781,1289,2
36794,1636,2
36798,1180,2
36818,596,2
36830,1367,3
36839,1670,2
36841,1114,1
36846,714,3
36874,2176,3
36885,766,1
36891,1007,1
36897,1894,3
36904,1704,2
36910,180,2
36912,1203,1
36932,1622,1
36934,700,2
36939,1988,2
36948,1482,2
36950,1026,1
36959,61,3
36967,272,2
36968,1929,1
36985,1845,2
36997,1913,2
37013,1342,3
37029,1622,3
37036,12,3
37047,1314,3
37055,1243,2
37067,1602,1
37068,207,1
37071,1889,2
37084,933,1
37089,534,2
37096,869,2
37102,744,2
37111,643,1
37117,1547,1
37126,2116,3
37128,2031,1
37131,205,2
37133,1108,2
37136,853,3
37139,149,3
37141,972,2
37144,238,2
37160,180,2
37176,1861,3
37184,155,2
37195,520,3
37209,442,2
37215,322,3
37276,2137,3
37278,1798,1
37289,915,1
37294,2070,1
37318,1848,2
37330,1497,2
37336,135,3
37338,1640,1
37339,2029,3
37343,472,2
37344,1582,2
37366,1128,1
37375,1722,1
37415,2008,3
37419,749,3
37432,1053,1
37434,939,3
37438,1002,2
37439,969,3
37452,643,3
37456,831,1
37470,613,2
37476,25,1
37491,1908,2
37511,478,2
37523,961,2
37526,1303,2
37538,1832,3
37549,578,1
37557,1774,1
37558,791,2
37559,486,3
37562,1710,2
37570,1696,3
37580,714,3
37582,961,2
37590,244,2
37592,1256,1
37609,1244,2
37610,934,3
37616,1266,2
37634,521,2
37647,1045,3
37665,1091,2
37671,398,3
37685,438,1
37710,1768,3
37713,1052,3
37717,2140,1
37736,1691,1
37754,827,2
37770,1028,3
37783,1465,2
37785,2161,2
37796,817,3
37813,669,2
37816,1128,2
37855,1217,3
37857,983,3
37872,1084,3
37880,2084,3
37903,996,3
37907,1457,2
37925,276,2
37972,1107,1
37975,622,2
37990,56,1
37992,733,2
38004,229,2
38008,1953,3
38022,2156,3
38060,2172,2
38063,367,2
38079,702,1
38107,1074,1
38134,166,2
38167,276,2
38173,1120,1
38177,290,1
38190,1055,1
38198,1820,2
38205,1562,1
38206,2021,1
38215,2112,2
38224,1411,1
38225,1453,1
38253,212,1
38267,1025,2
38284,1483,2
38286,2153,1
38292,59,3
38294,877,3
38303,709,3
38311,1975,2
38315,1627,3
38318,737,3
38335,2021,1
38344,2071,1
38354,854,2
38388,35,2
38390,33,3
38394,1647,3
38458,630,3
38463,2157,2
38468,1530,1
38489,1794,1
38490,1030,1
38491,47,3
38495,1868,1
38518,1940,1
38527,1831,3
38530,58,2
38541,1697,3
38549,1669,3
38558,533,3
38560,1381,3
38562,935,2
38567,1886,3
38598,365,2
38608,291,2
38625,346,3
38627,1776,3
38640,1095,1
38641,711,1
38645,696,1
38651,888,2
38652,2149,3
38668,658,3
38674,610,2
38676,1911,2
38705,1541,1
38719,1967,3
38737,344,3
38743,1314,3
38773,906,3
38778,774,2
38786,1602,3
38815,2157,1
38824,1108,1
38829,1319,1
38834,1209,2
38865,1010,2
38885,1868,3
38887,1200,3
38914,1410,2
38915,1012,2
38917,782,2
38948,2004,3
38952,1825,3
38957,814,1
38962,439,1
38968,355,1
38975,2019,1
38983,744,2
38985,232,1
38986,1834,3
39001,1318,2
39008,1391,3
39023,1635,1
39025,1140,2
39030,1327,3
39042,1038,3
39054,372,2
39079,883,3
39083,804,1
39106,917,2
39113,1727,2
39123,1827,2
39134,2185,1
39158,1338,1
39161,387,1
39171,1834,3
39172,2014,2
39176,477,3
39204,2124,3
39209,1812,3
39215,309,1
39228,1481,2
39229,671,2
39256,1813,2
39280,1612,3
39295,1891,2
39296,1637,3
39300,571,3
39312,1530,3
39333,800,3
39348,1317,2
39353,1846,1
39368,763,1
39408,640,2
39428,1164,2
39465,230,2
39468,1089,3
39482,1957,1
39489,1751,3
39499,1801,3
39504,181,3
39510,672,1
39531,217,1
39541,249,2
39550,1544,2
39572,1669,2
39577,1547,1
39586,877,1
39612,629,1
39615,1893,1
39635,1979,1
39637,1214,2
39689,222,2
39690,135,1
39697,1420,2
39700,1367,2
39736,914,3
39746,679,2
39750,79,3
39751,1983,2
39754,2182,3
39757,744,2
39760,425,3
39770,1080,3
39800,1593,3
39811,1226,3
39824,1548,3
39842,1798,2
39852,2120,3
39860,861,2
39883,743,3
39889,350,3
39899,2152,2
39915,1898,1
39920,973,2
39928,658,2
39957,2160,3
39983,1938,3
39984,1513,1
39991,1426,3
40009,1659,1
40017,896,2
40044,760,2
40054,58,3
40078,1417,2
40082,334,1
40090,1034,2
40095,1090,1
40102,316,1
40122,1552,3
40153,284,2
40185,1526,2
40194,1464,3
40200,1946,1
40210,1558,2
40211,1502,2
40231,23,2
40235,1561,2
40245,994,3
40249,1499,3
40263,1354,1
40275,200,3
40279,689,1
40280,1855,2
40285,1985,3
40286,1324,3
40299,196,3
40305,1167,2
40307,318,2
40322,1516,2
40325,1187,3
40326,1020,2
40340,1542,1
40380,378,2
40390,1979,2
40393,1069,3
40395,2149,1
40399,529,2
40403,881,2
40432,1628,3
40441,855,1
40469,1075,1
40491,723,2
40499,1293,3
40500,435,1
40503,724,1
40534,1290,2
40541,2111,2
40546,1632,2
40571,995,2
40574,1909,1
40587,1247,3
40591,80,2
40596,1862,3
40601,1807,2
40616,1615,2
40626,1870,3
40633,223,3
40676,1935,1
40688,391,1
40691,628,1
40715,1981,1
40718,1364,2
40725,1684,3
40731,1844,3
40758,56,2
40765,1782,3
40770,750,1
40787,1639,1
40790,1695,2
40796,1565,3
40810,1395,1
40827,645,3
40838,846,1
40843,1822,3
40885,1089,2
40897,2019,1
40898,1319,3
40909,1910,1
40964,584,1
40969,1699,1
40988,1805,2
40990,1421,3
41000,1857,1
41002,1295,2
41009,2048,2
41015,1790,3
41018,1308,2
41023,1905,2
41041,1733,3
41058,711,3
41060,1766,1
41082,357,1
41097,1351,2
41122,370,2
41142,483,2
41159,1308,1
41160,305,1
41169,370,3
41172,1651,3
41203,414,2
41211,1957,1
41220,1832,1
41236,1605,1
41265,1534,1
41266,396,1
41271,1248,3
41283,931,3
41309,1850,2
41312,1732,2
41313,1792,1
41317,792,1
41322,1836,3
41323,275,1
41330,1015,1
41341,1497,3
41354,2136,3
41355,1148,3
41361,1944,1
41368,1016,1
41398,271,1
41409,310,2
41410,160,1
41418,725,1
41445,1122,2
41450,1266,2
41451,77,1
41456,2136,1
41488,1310,2
41502,271,2
41507,263,3
41529,1333,3
41555,454,3
41556,487,1
41559,1276,1
41576,203,2
41584,992,3
41589,2116,2
41604,1195,3
41609,419,2
41614,611,3
41670,1188,1
41673,580,3
41676,843,3
41683,556,2
41693,1224,3
41697,1876,3
41722,2033,2
41734,2111,3
41751,2114,2
41760,161,2
41771,445,2
41775,1601,2
41783,1926,2
41800,1493,2
41821,467,3
41825,184,2
41831,645,2
41833,1238,2
41838,460,3
41845,1541,2
41853,2027,3
41856,1689,3
41857,2064,3
41877,1623,2
41881,1054,3
41892,2095,1
41903,310,3
41909,1832,2
41921,1788,3
41938,1916,3
41939,224,2
41946,485,2
41977,1781,1
41988,2165,2
42007,1057,2
42024,886,2
42029,286,2
42034,88,3
42042,1320,3
42046,1941,2
42047,1518,3
42049,919,3
