id_colis,id_livraison,livré
40927,40927,f
40928,40928,t
40929,40929,t
40930,40930,t
40931,40931,f
40932,40932,t
40933,40933,t
40934,40934,t
40935,40935,t
40936,40936,t
40937,40937,t
40938,40938,t
40939,40939,t
40940,40940,t
40941,40941,t
40942,40942,t
40943,40943,f
40944,40944,f
40945,40945,t
40946,40946,t
40947,40947,f
40948,40948,f
40949,40949,t
40950,40950,f
40951,40951,t
40952,40952,t
40953,40953,t
40954,40954,f
40955,40955,t
40956,40956,t
40957,40957,f
40958,40958,t
40959,40959,f
40960,40960,t
40961,40961,t
40962,40962,t
40963,40963,t
40964,40964,t
40965,40965,t
40966,40966,t
40967,40967,t
40968,40968,f
40969,40969,t
40970,40970,t
40971,40971,f
40972,40972,t
40973,40973,t
40974,40974,t
40975,40975,t
40976,40976,t
40977,40977,f
40978,40978,t
40979,40979,t
40980,40980,t
40981,40981,t
40982,40982,t
40983,40983,t
40984,40984,f
40985,40985,f
40986,40986,t
40987,40987,t
40988,40988,t
40989,40989,t
40990,40990,t
40991,40991,t
40992,40992,f
40993,40993,t
40994,40994,f
40995,40995,t
40996,40996,t
40997,40997,f
40998,40998,t
40999,40999,t
41000,41000,t
41001,41001,t
41002,41002,t
41003,41003,t
41004,41004,t
41005,41005,t
41006,41006,t
41007,41007,t
41008,41008,f
41009,41009,t
41010,41010,t
41011,41011,t
41012,41012,t
41013,41013,t
41014,41014,t
41015,41015,t
41016,41016,t
41017,41017,t
41018,41018,t
41019,41019,t
41020,41020,f
41021,41021,t
41022,41022,t
41023,41023,t
41024,41024,t
41025,41025,t
41026,41026,t
41027,41027,t
41028,41028,t
41029,41029,t
41030,41030,t
41031,41031,f
41032,41032,t
41033,41033,t
41034,41034,t
41035,41035,t
41036,41036,t
41037,41037,t
41038,41038,t
41039,41039,t
41040,41040,t
41041,41041,t
41042,41042,t
41043,41043,t
41044,41044,t
41045,41045,f
41046,41046,f
41047,41047,t
41048,41048,t
41049,41049,t
41050,41050,t
41051,41051,t
41052,41052,f
41053,41053,t
41054,41054,t
41055,41055,t
41056,41056,t
41057,41057,f
41058,41058,f
41059,41059,t
41060,41060,t
41061,41061,t
41062,41062,t
41063,41063,t
41064,41064,t
41065,41065,f
41066,41066,t
41067,41067,t
41068,41068,t
41069,41069,t
41070,41070,f
41071,41071,t
41072,41072,t
41073,41073,t
41074,41074,t
41075,41075,t
41076,41076,f
41077,41077,t
41078,41078,t
41079,41079,t
41080,41080,t
41081,41081,t
41082,41082,t
41083,41083,t
41084,41084,f
41085,41085,t
41086,41086,f
41087,41087,t
41088,41088,t
41089,41089,f
41090,41090,f
41091,41091,f
41092,41092,f
41093,41093,f
41094,41094,t
41095,41095,f
41096,41096,t
41097,41097,t
41098,41098,t
41099,41099,t
41100,41100,t
41101,41101,t
41102,41102,t
41103,41103,f
41104,41104,t
41105,41105,t
41106,41106,t
41107,41107,t
41108,41108,f
41109,41109,t
41110,41110,t
41111,41111,t
41112,41112,t
41113,41113,t
41114,41114,t
41115,41115,t
41116,41116,t
41117,41117,t
41118,41118,t
41119,41119,t
41120,41120,t
41121,41121,t
41122,41122,f
41123,41123,t
41124,41124,t
41125,41125,t
41126,41126,f
41127,41127,t
41128,41128,t
41129,41129,t
41130,41130,t
41131,41131,t
41132,41132,t
41133,41133,f
41134,41134,t
41135,41135,t
41136,41136,t
41137,41137,t
41138,41138,t
41139,41139,t
41140,41140,t
41141,41141,t
41142,41142,f
41143,41143,t
41144,41144,t
41145,41145,f
41146,41146,t
41147,41147,t
41148,41148,f
41149,41149,t
41150,41150,t
41151,41151,t
41152,41152,t
41153,41153,t
41154,41154,t
41155,41155,t
41156,41156,t
41157,41157,t
41158,41158,t
41159,41159,t
41160,41160,t
41161,41161,t
41162,41162,t
41163,41163,t
41164,41164,t
41165,41165,t
41166,41166,f
41167,41167,f
41168,41168,t
41169,41169,t
41170,41170,t
41171,41171,t
41172,41172,t
41173,41173,t
41174,41174,f
41175,41175,t
41176,41176,t
41177,41177,t
41178,41178,t
41179,41179,t
41180,41180,t
41181,41181,t
41182,41182,f
41183,41183,t
41184,41184,t
41185,41185,t
41186,41186,t
41187,41187,t
41188,41188,t
41189,41189,t
41190,41190,t
41191,41191,t
41192,41192,f
41193,41193,f
41194,41194,t
41195,41195,t
41196,41196,t
41197,41197,t
41198,41198,t
41199,41199,f
41200,41200,f
41201,41201,t
41202,41202,f
41203,41203,f
41204,41204,t
41205,41205,f
41206,41206,t
41207,41207,f
41208,41208,t
41209,41209,t
41210,41210,t
41211,41211,t
41212,41212,t
41213,41213,t
41214,41214,f
41215,41215,t
41216,41216,f
41217,41217,t
41218,41218,t
41219,41219,t
41220,41220,f
41221,41221,t
41222,41222,t
41223,41223,t
41224,41224,t
41225,41225,t
41226,41226,t
41227,41227,t
41228,41228,f
41229,41229,t
41230,41230,t
41231,41231,t
41232,41232,f
41233,41233,t
41234,41234,t
41235,41235,t
41236,41236,t
41237,41237,t
41238,41238,t
41239,41239,f
41240,41240,t
41241,41241,t
41242,41242,t
41243,41243,t
41244,41244,t
41245,41245,t
41246,41246,t
41247,41247,t
41248,41248,t
41249,41249,f
41250,41250,t
41251,41251,t
41252,41252,t
41253,41253,t
41254,41254,f
41255,41255,t
41256,41256,t
41257,41257,t
41258,41258,t
41259,41259,t
41260,41260,t
41261,41261,t
41262,41262,t
41263,41263,t
41264,41264,f
41265,41265,t
41266,41266,t
41267,41267,f
41268,41268,t
41269,41269,t
41270,41270,t
41271,41271,t
41272,41272,t
41273,41273,t
41274,41274,f
41275,41275,t
41276,41276,t
41277,41277,f
41278,41278,t
41279,41279,t
41280,41280,t
41281,41281,t
41282,41282,t
41283,41283,t
41284,41284,t
41285,41285,t
41286,41286,t
41287,41287,f
41288,41288,f
41289,41289,f
41290,41290,t
41291,41291,t
41292,41292,t
41293,41293,t
41294,41294,t
41295,41295,t
41296,41296,t
41297,41297,t
41298,41298,f
41299,41299,t
41300,41300,t
41301,41301,f
41302,41302,t
41303,41303,t
41304,41304,f
41305,41305,t
41306,41306,f
41307,41307,t
41308,41308,t
41309,41309,f
41310,41310,t
41311,41311,t
41312,41312,t
41313,41313,t
41314,41314,t
41315,41315,t
41316,41316,t
41317,41317,t
41318,41318,t
41319,41319,t
41320,41320,t
41321,41321,t
41322,41322,t
41323,41323,t
41324,41324,t
41325,41325,f
41326,41326,t
41327,41327,t
41328,41328,f
41329,41329,f
41330,41330,t
41331,41331,t
41332,41332,t
41333,41333,t
41334,41334,f
41335,41335,t
41336,41336,t
41337,41337,t
41338,41338,t
41339,41339,t
41340,41340,t
41341,41341,t
41342,41342,t
41343,41343,t
41344,41344,f
41345,41345,t
41346,41346,t
41347,41347,f
41348,41348,t
41349,41349,t
41350,41350,t
41351,41351,t
41352,41352,t
41353,41353,t
41354,41354,f
41355,41355,f
41356,41356,t
41357,41357,t
41358,41358,t
41359,41359,t
41360,41360,t
41361,41361,f
41362,41362,t
41363,41363,f
41364,41364,t
41365,41365,t
41366,41366,f
41367,41367,t
41368,41368,t
41369,41369,t
41370,41370,t
41371,41371,t
41372,41372,t
41373,41373,t
41374,41374,f
41375,41375,f
41376,41376,t
41377,41377,t
41378,41378,f
41379,41379,t
41380,41380,t
41381,41381,t
41382,41382,f
41383,41383,t
41384,41384,t
41385,41385,t
41386,41386,f
41387,41387,t
41388,41388,t
41389,41389,t
41390,41390,f
41391,41391,t
41392,41392,t
41393,41393,t
41394,41394,t
41395,41395,t
41396,41396,t
41397,41397,f
41398,41398,t
41399,41399,t
41400,41400,t
41401,41401,t
41402,41402,t
41403,41403,t
41404,41404,t
41405,41405,t
41406,41406,t
41407,41407,f
41408,41408,t
41409,41409,t
41410,41410,t
41411,41411,t
41412,41412,f
41413,41413,f
41414,41414,t
41415,41415,t
41416,41416,t
41417,41417,t
41418,41418,f
41419,41419,t
41420,41420,f
41421,41421,t
41422,41422,t
41423,41423,t
41424,41424,t
41425,41425,t
41426,41426,t
41427,41427,f
41428,41428,t
41429,41429,f
41430,41430,t
41431,41431,t
41432,41432,t
41433,41433,t
41434,41434,t
41435,41435,t
41436,41436,t
41437,41437,t
41438,41438,t
41439,41439,t
41440,41440,t
41441,41441,t
41442,41442,t
41443,41443,f
41444,41444,t
41445,41445,f
41446,41446,t
41447,41447,t
41448,41448,t
41449,41449,f
41450,41450,t
41451,41451,t
41452,41452,f
41453,41453,t
41454,41454,t
41455,41455,t
41456,41456,t
41457,41457,t
41458,41458,t
41459,41459,t
41460,41460,t
41461,41461,f
41462,41462,t
41463,41463,t
41464,41464,t
41465,41465,t
41466,41466,t
41467,41467,t
41468,41468,t
41469,41469,t
41470,41470,f
41471,41471,f
41472,41472,t
41473,41473,t
41474,41474,t
41475,41475,t
41476,41476,t
41477,41477,t
41478,41478,t
41479,41479,t
41480,41480,t
41481,41481,f
41482,41482,t
41483,41483,t
41484,41484,t
41485,41485,t
41486,41486,t
41487,41487,t
41488,41488,t
41489,41489,f
41490,41490,t
41491,41491,t
41492,41492,t
41493,41493,t
41494,41494,t
41495,41495,t
41496,41496,f
41497,41497,t
41498,41498,t
41499,41499,t
41500,41500,t
41501,41501,t
41502,41502,t
41503,41503,t
41504,41504,t
41505,41505,t
41506,41506,t
41507,41507,t
41508,41508,f
41509,41509,t
41510,41510,t
41511,41511,t
41512,41512,t
41513,41513,t
41514,41514,t
41515,41515,t
41516,41516,t
41517,41517,t
41518,41518,t
41519,41519,f
41520,41520,t
41521,41521,t
41522,41522,t
41523,41523,f
41524,41524,t
41525,41525,t
41526,41526,t
41527,41527,t
41528,41528,t
41529,41529,t
41530,41530,t
41531,41531,t
41532,41532,t
41533,41533,t
41534,41534,t
41535,41535,t
41536,41536,t
41537,41537,t
41538,41538,t
41539,41539,t
41540,41540,f
41541,41541,f
41542,41542,t
41543,41543,t
41544,41544,t
41545,41545,f
41546,41546,t
41547,41547,t
41548,41548,t
41549,41549,t
41550,41550,t
41551,41551,t
41552,41552,t
41553,41553,t
41554,41554,t
41555,41555,t
41556,41556,t
41557,41557,t
41558,41558,f
41559,41559,t
41560,41560,t
41561,41561,f
41562,41562,t
41563,41563,t
41564,41564,t
41565,41565,t
41566,41566,t
41567,41567,t
41568,41568,f
41569,41569,f
41570,41570,t
41571,41571,t
41572,41572,t
41573,41573,t
41574,41574,t
41575,41575,t
41576,41576,t
41577,41577,t
41578,41578,t
41579,41579,t
41580,41580,f
41581,41581,t
41582,41582,t
41583,41583,t
41584,41584,t
41585,41585,t
41586,41586,t
41587,41587,t
41588,41588,t
41589,41589,t
41590,41590,t
41591,41591,t
41592,41592,t
41593,41593,t
41594,41594,t
41595,41595,t
41596,41596,t
41597,41597,t
41598,41598,t
41599,41599,t
41600,41600,t
41601,41601,t
41602,41602,t
41603,41603,t
41604,41604,t
41605,41605,t
41606,41606,t
41607,41607,t
41608,41608,t
41609,41609,t
41610,41610,t
41611,41611,f
41612,41612,t
41613,41613,t
41614,41614,t
41615,41615,f
41616,41616,t
41617,41617,t
41618,41618,t
41619,41619,t
41620,41620,t
41621,41621,t
41622,41622,t
41623,41623,t
41624,41624,f
41625,41625,t
41626,41626,t
41627,41627,t
41628,41628,t
41629,41629,t
41630,41630,t
41631,41631,t
41632,41632,t
41633,41633,f
41634,41634,t
41635,41635,t
41636,41636,t
41637,41637,t
41638,41638,t
41639,41639,t
41640,41640,t
41641,41641,t
41642,41642,t
41643,41643,t
41644,41644,f
41645,41645,t
41646,41646,t
41647,41647,t
41648,41648,t
41649,41649,f
41650,41650,t
41651,41651,t
41652,41652,t
41653,41653,t
41654,41654,t
41655,41655,f
41656,41656,f
41657,41657,f
41658,41658,t
41659,41659,t
41660,41660,t
41661,41661,t
41662,41662,t
41663,41663,f
41664,41664,t
41665,41665,t
41666,41666,t
41667,41667,f
41668,41668,t
41669,41669,t
41670,41670,t
41671,41671,f
41672,41672,t
41673,41673,t
41674,41674,t
41675,41675,f
41676,41676,t
41677,41677,t
41678,41678,t
41679,41679,t
41680,41680,f
41681,41681,t
41682,41682,t
41683,41683,t
41684,41684,t
41685,41685,f
41686,41686,t
41687,41687,t
41688,41688,t
41689,41689,t
41690,41690,t
41691,41691,t
41692,41692,t
41693,41693,t
41694,41694,t
41695,41695,t
41696,41696,t
41697,41697,t
41698,41698,t
41699,41699,f
41700,41700,t
41701,41701,t
41702,41702,t
41703,41703,f
41704,41704,t
41705,41705,t
41706,41706,t
41707,41707,t
41708,41708,t
41709,41709,t
41710,41710,t
41711,41711,t
41712,41712,t
41713,41713,t
41714,41714,t
41715,41715,f
41716,41716,t
41717,41717,t
41718,41718,t
41719,41719,t
41720,41720,t
41721,41721,t
41722,41722,t
41723,41723,f
41724,41724,t
41725,41725,t
41726,41726,f
41727,41727,t
41728,41728,f
41729,41729,f
41730,41730,t
41731,41731,t
41732,41732,t
41733,41733,t
41734,41734,t
41735,41735,t
41736,41736,t
41737,41737,t
41738,41738,t
41739,41739,t
41740,41740,f
41741,41741,t
41742,41742,f
41743,41743,t
41744,41744,t
41745,41745,t
41746,41746,t
41747,41747,t
41748,41748,t
41749,41749,t
41750,41750,t
41751,41751,t
41752,41752,f
41753,41753,t
41754,41754,t
41755,41755,f
41756,41756,t
41757,41757,t
41758,41758,t
41759,41759,t
41760,41760,t
41761,41761,t
41762,41762,t
41763,41763,t
41764,41764,t
41765,41765,t
41766,41766,t
41767,41767,t
41768,41768,t
41769,41769,t
41770,41770,t
41771,41771,t
41772,41772,t
41773,41773,t
41774,41774,t
41775,41775,t
41776,41776,t
41777,41777,t
41778,41778,t
41779,41779,t
41780,41780,t
41781,41781,t
41782,41782,t
41783,41783,t
41784,41784,t
41785,41785,f
41786,41786,t
41787,41787,t
41788,41788,t
41789,41789,t
41790,41790,t
41791,41791,t
41792,41792,t
41793,41793,t
41794,41794,f
41795,41795,f
41796,41796,t
41797,41797,f
41798,41798,f
41799,41799,f
41800,41800,t
41801,41801,t
41802,41802,t
41803,41803,t
41804,41804,t
41805,41805,t
41806,41806,t
41807,41807,f
41808,41808,f
41809,41809,t
41810,41810,t
41811,41811,t
41812,41812,t
41813,41813,t
41814,41814,t
41815,41815,t
41816,41816,t
41817,41817,t
41818,41818,f
41819,41819,t
41820,41820,f
41821,41821,t
41822,41822,t
41823,41823,t
41824,41824,f
41825,41825,t
41826,41826,f
41827,41827,t
41828,41828,f
41829,41829,t
41830,41830,t
41831,41831,t
41832,41832,t
41833,41833,f
41834,41834,t
41835,41835,f
41836,41836,t
41837,41837,t
41838,41838,t
41839,41839,t
41840,41840,t
41841,41841,t
41842,41842,t
41843,41843,t
41844,41844,t
41845,41845,t
41846,41846,t
41847,41847,f
41848,41848,f
41849,41849,t
41850,41850,t
41851,41851,t
41852,41852,f
41853,41853,t
41854,41854,t
41855,41855,t
41856,41856,t
41857,41857,t
41858,41858,t
41859,41859,t
41860,41860,t
41861,41861,t
41862,41862,t
41863,41863,f
41864,41864,f
41865,41865,t
41866,41866,t
41867,41867,f
41868,41868,t
41869,41869,t
41870,41870,f
41871,41871,f
41872,41872,t
41873,41873,t
41874,41874,t
41875,41875,t
41876,41876,t
41877,41877,f
41878,41878,t
41879,41879,t
41880,41880,t
41881,41881,t
41882,41882,t
41883,41883,f
41884,41884,f
41885,41885,t
41886,41886,t
41887,41887,t
41888,41888,f
41889,41889,t
41890,41890,t
41891,41891,t
41892,41892,t
41893,41893,t
41894,41894,t
41895,41895,t
41896,41896,t
41897,41897,t
41898,41898,t
41899,41899,f
41900,41900,t
41901,41901,t
41902,41902,t
41903,41903,t
41904,41904,t
41905,41905,t
41906,41906,t
41907,41907,t
41908,41908,f
41909,41909,t
41910,41910,t
41911,41911,t
41912,41912,t
41913,41913,t
41914,41914,t
41915,41915,t
41916,41916,t
41917,41917,t
41918,41918,t
41919,41919,t
41920,41920,t
41921,41921,t
41922,41922,f
41923,41923,f
41924,41924,t
41925,41925,t
41926,41926,t
41927,41927,t
41928,41928,t
41929,41929,t
41930,41930,t
41931,41931,t
41932,41932,t
41933,41933,t
41934,41934,t
41935,41935,t
41936,41936,t
41937,41937,t
41938,41938,t
41939,41939,f
41940,41940,f
41941,41941,t
41942,41942,f
41943,41943,t
41944,41944,t
41945,41945,t
41946,41946,t
41947,41947,t
41948,41948,t
41949,41949,f
41950,41950,f
41951,41951,t
41952,41952,f
41953,41953,t
41954,41954,t
41955,41955,f
41956,41956,t
41957,41957,t
41958,41958,t
41959,41959,t
41960,41960,t
41961,41961,t
41962,41962,f
41963,41963,t
41964,41964,t
41965,41965,t
41966,41966,t
41967,41967,t
41968,41968,t
41969,41969,f
41970,41970,t
41971,41971,t
41972,41972,f
41973,41973,t
41974,41974,t
41975,41975,f
41976,41976,f
41977,41977,t
41978,41978,t
41979,41979,t
41980,41980,t
41981,41981,t
41982,41982,t
41983,41983,f
41984,41984,f
41985,41985,t
41986,41986,t
41987,41987,t
41988,41988,t
41989,41989,t
41990,41990,f
41991,41991,t
41992,41992,f
41993,41993,t
41994,41994,t
41995,41995,t
41996,41996,t
41997,41997,t
41998,41998,t
41999,41999,t
42000,42000,t
42001,42001,t
42002,42002,f
42003,42003,t
42004,42004,f
42005,42005,t
42006,42006,t
42007,42007,t
42008,42008,t
42009,42009,t
42010,42010,t
42011,42011,t
42012,42012,t
42013,42013,t
42014,42014,t
42015,42015,t
42016,42016,t
42017,42017,f
42018,42018,t
42019,42019,f
42020,42020,f
42021,42021,t
42022,42022,t
42023,42023,t
42024,42024,f
42025,42025,t
42026,42026,t
42027,42027,t
42028,42028,t
42029,42029,t
42030,42030,t
42031,42031,t
42032,42032,t
42033,42033,t
42034,42034,f
42035,42035,t
42036,42036,t
42037,42037,t
42038,42038,t
42039,42039,t
42040,42040,t
42041,42041,t
42042,42042,t
42043,42043,t
42044,42044,f
42045,42045,t
42046,42046,t
42047,42047,t
42048,42048,t
42049,42049,t
42050,42050,t
42051,42051,f
42052,42052,f
42053,42053,t
42054,42054,t
42055,42055,t
42056,42056,f
42057,42057,t
42058,42058,t
42059,42059,t
42060,42060,t
42061,42061,t
42062,42062,t
42063,42063,t
42064,42064,t
42065,42065,t
42066,42066,f
42067,42067,t
42068,42068,t
42069,42069,t
42070,42070,t
42071,42071,f
42072,42072,t
42073,42073,t
42074,42074,t
42075,42075,t
42076,42076,f
42077,42077,f
42078,42078,t
42079,42079,t
42080,42080,t
42081,42081,t
42082,42082,t
42083,42083,t
42084,42084,f
42085,42085,t
42086,42086,t
42087,42087,t
42088,42088,t
42089,42089,f
42090,42090,f
42091,42091,t
42092,42092,t
42093,42093,f
42094,42094,t
42095,42095,f
42096,42096,t
42097,42097,t
42098,42098,t
42099,42099,t
42100,42100,t
42101,42101,f
42102,42102,t
42103,42103,t
42104,42104,t
42105,42105,t
42106,42106,f
42107,42107,t
42108,42108,t
42109,42109,t
42110,42110,t
42111,42111,t
42112,42112,t
42113,42113,t
42114,42114,f
42115,42115,f
42116,42116,t
42117,42117,t
42118,42118,t
42119,42119,t
42120,42120,t
42121,42121,t
42122,42122,t
42123,42123,t
42124,42124,t
42125,42125,f
42126,42126,t
42127,42127,t
42128,42128,f
42129,42129,t
42130,42130,f
42131,42131,t
42132,42132,t
42133,42133,t
42134,42134,t
42135,42135,f
42136,42136,t
42137,42137,t
42138,42138,t
42139,42139,t
42140,42140,f
42141,42141,t
42142,42142,t
42143,42143,f
42144,42144,t
42145,42145,f
42146,42146,t
42147,42147,t
42148,42148,t
42149,42149,t
42150,42150,t
42151,42151,t
42152,42152,t
42153,42153,f
42154,42154,t
42155,42155,f
42156,42156,t
42157,42157,t
42158,42158,t
42159,42159,t
42160,42160,t
42161,42161,t
42162,42162,t
42163,42163,t
42164,42164,t
42165,42165,f
42166,42166,t
42167,42167,t
42168,42168,t
42169,42169,t
42170,42170,t
42171,42171,t
42172,42172,t
42173,42173,t
42174,42174,t
42175,42175,t
42176,42176,f
42177,42177,t
42178,42178,t
42179,42179,t
42180,42180,t
42181,42181,f
42182,42182,t
42183,42183,t
42184,42184,t
42185,42185,f
42186,42186,f
42187,42187,t
42188,42188,t
42189,42189,t
42190,42190,f
42191,42191,t
42192,42192,f
42193,42193,t
42194,42194,f
42195,42195,t
42196,42196,t
42197,42197,t
42198,42198,t
42199,42199,f
42200,42200,t
42201,42201,t
42202,42202,t
42203,42203,t
42204,42204,t
42205,42205,t
42206,42206,t
42207,42207,f
42208,42208,f
42209,42209,t
42210,42210,t
42211,42211,t
42212,42212,t
42213,42213,t
42214,42214,t
42215,42215,f
42216,42216,t
42217,42217,t
42218,42218,f
42219,42219,t
42220,42220,t
42221,42221,t
42222,42222,t
42223,42223,t
42224,42224,f
42225,42225,t
42226,42226,t
42227,42227,f
42228,42228,t
42229,42229,t
42230,42230,t
42231,42231,f
42232,42232,t
42233,42233,t
42234,42234,t
42235,42235,t
42236,42236,t
42237,42237,t
42238,42238,t
42239,42239,t
42240,42240,t
42241,42241,t
42242,42242,t
42243,42243,t
42244,42244,f
42245,42245,f
42246,42246,t
42247,42247,t
42248,42248,t
42249,42249,f
42250,42250,t
42251,42251,t
42252,42252,t
42253,42253,t
42254,42254,t
42255,42255,f
42256,42256,t
42257,42257,t
42258,42258,f
42259,42259,f
42260,42260,f
42261,42261,f
42262,42262,t
42263,42263,t
42264,42264,f
42265,42265,f
42266,42266,t
42267,42267,t
42268,42268,f
42269,42269,f
42270,42270,t
42271,42271,f
42272,42272,t
42273,42273,t
42274,42274,t
42275,42275,t
42276,42276,t
42277,42277,f
42278,42278,t
42279,42279,f
42280,42280,t
42281,42281,t
42282,42282,t
42283,42283,t
42284,42284,f
42285,42285,t
42286,42286,t
42287,42287,f
42288,42288,t
42289,42289,t
42290,42290,f
42291,42291,f
42292,42292,f
42293,42293,f
42294,42294,f
42295,42295,t
42296,42296,f
42297,42297,f
42298,42298,t
42299,42299,t
42300,42300,t
42301,42301,t
42302,42302,f
42303,42303,t
42304,42304,t
42305,42305,t
42306,42306,t
42307,42307,t
42308,42308,t
42309,42309,t
42310,42310,t
42311,42311,f
42312,42312,t
42313,42313,t
42314,42314,t
42315,42315,f
42316,42316,t
42317,42317,f
42318,42318,t
42319,42319,t
42320,42320,t
42321,42321,t
42322,42322,f
42323,42323,t
42324,42324,t
42325,42325,t
42326,42326,t
42327,42327,t
42328,42328,t
42329,42329,t
42330,42330,t
42331,42331,f
42332,42332,f
42333,42333,t
42334,42334,t
42335,42335,t
42336,42336,f
42337,42337,f
42338,42338,t
42339,42339,t
42340,42340,t
42341,42341,t
42342,42342,t
42343,42343,t
42344,42344,f
42345,42345,t
42346,42346,t
42347,42347,t
42348,42348,t
42349,42349,t
42350,42350,f
42351,42351,t
42352,42352,t
42353,42353,t
42354,42354,t
42355,42355,t
42356,42356,t
42357,42357,t
42358,42358,t
42359,42359,t
42360,42360,t
42361,42361,t
42362,42362,t
42363,42363,f
42364,42364,f
42365,42365,f
42366,42366,t
42367,42367,t
42368,42368,f
42369,42369,t
42370,42370,t
42371,42371,t
42372,42372,t
42373,42373,t
42374,42374,t
42375,42375,t
42376,42376,t
42377,42377,t
42378,42378,t
42379,42379,t
42380,42380,f
42381,42381,t
42382,42382,t
42383,42383,t
42384,42384,t
42385,42385,t
42386,42386,t
42387,42387,t
42388,42388,t
42389,42389,f
42390,42390,t
42391,42391,t
42392,42392,f
42393,42393,f
42394,42394,t
42395,42395,t
42396,42396,t
42397,42397,t
42398,42398,t
42399,42399,t
42400,42400,t
42401,42401,t
42402,42402,t
42403,42403,t
42404,42404,t
42405,42405,t
42406,42406,t
42407,42407,f
42408,42408,t
42409,42409,f
42410,42410,t
42411,42411,t
42412,42412,t
42413,42413,t
42414,42414,t
42415,42415,t
42416,42416,t
42417,42417,f
42418,42418,f
42419,42419,t
42420,42420,t
42421,42421,t
42422,42422,t
42423,42423,t
42424,42424,t
42425,42425,f
42426,42426,t
42427,42427,t
42428,42428,f
42429,42429,t
42430,42430,t
42431,42431,f
42432,42432,f
42433,42433,t
42434,42434,t
42435,42435,t
42436,42436,f
42437,42437,t
42438,42438,t
42439,42439,t
42440,42440,t
42441,42441,t
42442,42442,t
42443,42443,t
42444,42444,f
42445,42445,t
42446,42446,t
42447,42447,f
42448,42448,t
42449,42449,t
42450,42450,t
42451,42451,t
42452,42452,t
42453,42453,t
42454,42454,f
42455,42455,t
42456,42456,f
42457,42457,t
42458,42458,t
42459,42459,t
42460,42460,f
42461,42461,t
42462,42462,f
42463,42463,t
42464,42464,t
42465,42465,f
42466,42466,t
42467,42467,f
42468,42468,f
42469,42469,f
42470,42470,t
42471,42471,t
42472,42472,t
42473,42473,f
42474,42474,t
42475,42475,t
42476,42476,f
42477,42477,t
42478,42478,t
42479,42479,t
42480,42480,t
42481,42481,f
42482,42482,f
42483,42483,f
42484,42484,t
42485,42485,t
42486,42486,t
42487,42487,f
42488,42488,t
42489,42489,t
42490,42490,t
42491,42491,t
42492,42492,t
42493,42493,t
42494,42494,t
42495,42495,t
42496,42496,t
42497,42497,f
42498,42498,t
42499,42499,t
42500,42500,t
42501,42501,t
42502,42502,t
42503,42503,t
42504,42504,t
42505,42505,f
42506,42506,t
42507,42507,t
42508,42508,t
42509,42509,t
42510,42510,t
42511,42511,t
42512,42512,t
42513,42513,t
42514,42514,t
42515,42515,t
42516,42516,t
42517,42517,t
42518,42518,t
42519,42519,t
42520,42520,f
42521,42521,t
42522,42522,t
42523,42523,t
42524,42524,t
42525,42525,f
42526,42526,t
42527,42527,f
42528,42528,t
42529,42529,f
42530,42530,f
42531,42531,t
42532,42532,t
42533,42533,t
42534,42534,t
42535,42535,t
42536,42536,t
42537,42537,t
42538,42538,t
42539,42539,t
42540,42540,t
42541,42541,t
42542,42542,f
42543,42543,t
42544,42544,t
42545,42545,t
42546,42546,t
42547,42547,t
42548,42548,t
42549,42549,t
42550,42550,t
42551,42551,t
42552,42552,t
42553,42553,t
42554,42554,t
42555,42555,t
42556,42556,t
42557,42557,t
42558,42558,t
42559,42559,t
42560,42560,t
42561,42561,t
42562,42562,t
42563,42563,t
42564,42564,t
42565,42565,t
42566,42566,t
42567,42567,f
42568,42568,t
42569,42569,f
42570,42570,f
42571,42571,f
42572,42572,t
42573,42573,f
42574,42574,t
42575,42575,t
42576,42576,t
42577,42577,f
42578,42578,f
42579,42579,t
42580,42580,t
42581,42581,t
42582,42582,f
42583,42583,t
42584,42584,t
42585,42585,t
42586,42586,t
42587,42587,t
42588,42588,f
42589,42589,t
42590,42590,f
42591,42591,t
42592,42592,t
42593,42593,t
42594,42594,t
42595,42595,t
42596,42596,t
42597,42597,f
42598,42598,t
42599,42599,t
42600,42600,t
42601,42601,t
42602,42602,t
42603,42603,t
42604,42604,t
42605,42605,t
42606,42606,t
42607,42607,t
42608,42608,t
42609,42609,t
42610,42610,t
42611,42611,t
42612,42612,t
42613,42613,t
42614,42614,t
42615,42615,t
42616,42616,t
42617,42617,f
42618,42618,t
42619,42619,t
42620,42620,t
42621,42621,t
42622,42622,f
42623,42623,t
42624,42624,t
42625,42625,t
42626,42626,t
42627,42627,t
42628,42628,t
42629,42629,t
42630,42630,f
42631,42631,t
42632,42632,t
42633,42633,f
42634,42634,t
42635,42635,t
42636,42636,f
42637,42637,f
42638,42638,t
42639,42639,t
42640,42640,t
42641,42641,t
42642,42642,t
42643,42643,t
42644,42644,t
42645,42645,t
42646,42646,f
42647,42647,t
42648,42648,t
42649,42649,t
42650,42650,f
42651,42651,t
42652,42652,f
42653,42653,t
42654,42654,t
42655,42655,t
42656,42656,f
42657,42657,t
42658,42658,t
42659,42659,t
42660,42660,t
42661,42661,t
42662,42662,f
42663,42663,t
42664,42664,t
42665,42665,f
42666,42666,t
42667,42667,t
42668,42668,t
42669,42669,f
42670,42670,f
42671,42671,t
42672,42672,t
42673,42673,t
42674,42674,f
