id_produit,date,prix
418,2020-11-4,26
418,2020-11-6,30
419,2021-2-7,183
419,2020-7-14,176
420,2020-11-11,146
420,2021-4-12,140
421,2021-8-2,140
421,2021-7-9,126
421,2021-8-6,135
422,2021-9-17,111
422,2021-3-17,114
423,2021-7-3,234
423,2020-10-17,226
423,2021-6-24,221
423,2021-12-13,222
424,2021-7-7,98
424,2021-8-20,97
424,2021-9-9,97
424,2020-1-19,102
425,2021-5-8,12
425,2021-7-13,14
426,2021-2-8,25
426,2020-5-2,26
427,2020-9-13,80
427,2021-5-26,72
427,2021-9-19,86
427,2021-5-21,84
428,2021-2-25,163
428,2020-12-19,165
429,2020-11-2,186
429,2021-4-9,190
429,2021-11-1,190
430,2020-9-11,144
430,2021-3-3,148
430,2020-8-21,141
431,2020-5-26,130
431,2020-1-14,139
431,2021-8-25,126
432,2020-3-22,91
432,2020-9-19,77
432,2021-10-4,82
433,2020-7-25,43
433,2021-9-28,56
434,2020-9-21,180
434,2020-8-1,176
434,2021-12-20,177
435,2021-2-6,181
435,2021-9-28,173
435,2021-11-5,177
435,2020-1-20,181
436,2021-12-5,247
436,2021-12-7,240
437,2020-1-22,122
437,2020-4-22,129
437,2020-1-4,118
438,2021-9-18,207
438,2021-6-2,215
438,2020-3-13,204
439,2020-2-21,164
439,2021-12-7,158
439,2020-5-18,169
439,2020-12-19,169
440,2020-10-10,70
440,2020-11-6,61
441,2021-4-3,177
441,2021-12-8,182
441,2020-10-1,178
442,2020-12-25,104
442,2021-3-18,100
443,2021-11-15,36
443,2021-6-7,33
443,2021-9-28,35
443,2021-6-14,40
444,2021-5-7,106
444,2020-12-18,113
444,2020-9-17,109
444,2021-6-15,103
445,2021-10-13,162
445,2021-11-6,143
445,2020-2-10,146
446,2020-11-7,57
446,2020-2-19,46
446,2020-7-26,53
446,2020-3-15,61
447,2020-7-15,228
447,2020-2-14,236
448,2021-7-1,82
448,2021-6-2,75
449,2020-1-28,194
449,2020-10-11,200
450,2020-11-2,163
450,2021-11-23,168
450,2021-4-2,160
451,2021-10-21,47
451,2020-6-15,59
451,2021-7-21,57
452,2020-6-26,152
452,2020-10-15,143
452,2021-9-18,148
452,2021-10-23,136
453,2021-4-17,63
453,2021-11-13,59
454,2021-5-15,181
454,2020-4-12,182
454,2021-2-19,186
455,2020-5-5,22
455,2021-6-26,22
455,2021-11-17,23
455,2021-7-13,27
456,2020-4-12,183
456,2021-6-27,179
457,2021-4-22,199
457,2020-8-24,200
457,2020-5-22,193
458,2020-3-12,231
458,2020-2-7,238
459,2021-3-9,205
459,2020-6-4,205
460,2020-4-25,41
460,2020-3-4,53
461,2020-2-3,262
461,2021-4-25,256
462,2020-4-6,82
462,2020-3-6,74
462,2020-5-16,71
463,2021-3-14,246
463,2021-10-3,245
464,2020-2-18,114
464,2021-8-6,108
464,2021-10-3,102
465,2020-10-13,241
465,2021-2-22,252
466,2020-5-22,36
466,2020-11-19,48
466,2020-1-20,50
467,2021-11-5,201
467,2020-4-1,216
468,2021-12-16,215
468,2021-2-5,211
468,2020-4-2,228
468,2020-2-6,220
469,2020-10-13,163
469,2021-8-21,168
469,2020-8-14,159
469,2021-3-19,170
470,2021-2-9,136
470,2020-5-12,138
470,2020-11-10,134
471,2021-5-17,64
471,2021-6-23,70
471,2021-12-6,72
471,2021-3-8,65
472,2020-9-14,137
472,2021-9-14,128
472,2020-4-13,136
472,2021-9-13,133
473,2021-5-4,257
473,2020-11-2,249
473,2020-5-17,257
474,2021-6-3,112
474,2021-3-6,103
474,2021-11-15,104
475,2021-10-24,254
475,2021-11-18,250
476,2020-9-20,216
476,2020-12-28,206
476,2020-12-20,218
476,2021-12-3,222
477,2020-10-4,61
477,2020-4-2,49
477,2020-10-18,51
478,2021-10-8,69
478,2021-9-12,80
478,2021-11-25,85
479,2020-12-7,186
479,2021-7-16,180
479,2020-5-28,185
479,2021-2-3,185
480,2020-12-2,110
480,2021-4-25,102
481,2021-1-23,227
481,2020-5-26,228
481,2021-10-14,219
481,2020-2-27,219
482,2021-11-17,41
482,2020-4-25,30
483,2021-7-6,192
483,2020-12-8,195
483,2021-4-20,184
484,2020-6-2,43
484,2020-8-22,58
484,2020-3-6,59
485,2020-6-20,196
485,2021-4-11,191
485,2020-7-8,201
486,2021-7-27,194
486,2021-2-10,185
486,2020-5-13,199
487,2021-10-7,55
487,2020-10-24,44
487,2020-7-26,53
488,2020-10-22,83
488,2021-12-2,90
488,2021-4-24,81
488,2021-3-23,95
489,2020-1-26,203
489,2021-2-10,199
490,2020-9-5,59
490,2020-8-19,69
490,2021-9-17,54
490,2020-11-5,62
491,2021-8-28,78
491,2021-7-27,88
491,2021-2-6,83
491,2020-8-3,82
492,2021-9-12,136
492,2020-3-13,140
492,2021-3-5,139
493,2020-5-28,162
493,2021-4-11,172
493,2021-6-25,165
493,2021-1-3,169
494,2021-1-21,44
494,2020-2-28,41
494,2020-1-16,45
495,2021-1-4,30
495,2021-2-13,31
496,2020-4-9,30
496,2020-5-19,21
496,2021-4-2,21
496,2020-7-12,36
497,2020-7-17,36
497,2020-8-2,51
498,2021-3-15,241
498,2020-7-11,245
498,2021-11-10,243
498,2021-4-9,228
499,2021-1-3,191
499,2021-2-5,199
499,2020-7-10,189
499,2021-1-20,187
500,2021-7-23,165
500,2021-8-27,158
501,2020-6-23,50
501,2020-8-10,42
502,2020-3-22,77
502,2021-6-27,84
503,2020-10-9,70
503,2021-3-17,64
503,2021-6-23,60
503,2021-9-2,63
504,2021-11-25,219
504,2020-6-20,210
504,2020-7-22,222
505,2020-2-1,174
505,2021-7-6,171
505,2020-5-22,177
505,2020-6-21,169
506,2020-9-17,149
506,2020-10-13,156
506,2021-5-14,150
507,2020-8-17,100
507,2021-11-8,105
507,2021-10-7,115
507,2021-11-6,114
508,2021-10-8,76
508,2020-11-16,82
508,2021-4-7,81
509,2021-1-25,243
509,2021-8-15,251
509,2020-12-4,245
509,2020-6-6,235
510,2021-8-26,240
510,2021-11-5,256
511,2021-11-3,78
511,2020-3-21,76
512,2020-2-6,252
512,2021-5-26,250
512,2021-8-4,259
512,2021-2-24,261
513,2020-1-17,98
513,2021-2-25,87
514,2021-2-21,113
514,2021-3-23,124
514,2021-12-3,116
514,2020-3-27,131
515,2021-9-11,217
515,2021-5-17,198
516,2020-12-28,208
516,2021-10-25,206
516,2020-3-2,203
516,2021-3-28,203
517,2020-6-13,106
517,2020-3-13,111
517,2021-9-15,97
518,2020-2-15,232
518,2021-10-15,240
518,2020-4-15,231
519,2021-4-26,24
519,2020-5-5,21
519,2020-10-19,33
519,2021-12-21,22
520,2021-12-24,244
520,2020-2-20,239
521,2020-12-12,196
521,2020-12-22,192
521,2020-12-4,209
521,2020-3-17,204
522,2020-8-16,224
522,2020-12-4,227
522,2020-10-7,220
522,2020-7-10,216
523,2020-1-9,216
523,2021-11-15,230
523,2021-4-25,228
524,2020-11-26,122
524,2021-9-4,126
524,2021-10-22,112
525,2020-3-19,198
525,2021-4-27,212
525,2020-4-17,198
526,2021-10-18,70
526,2021-10-5,76
526,2020-1-18,76
526,2020-4-6,82
527,2021-5-25,36
527,2020-2-16,31
527,2021-4-22,26
528,2021-1-2,51
528,2020-4-3,53
528,2021-2-7,47
529,2020-10-6,76
529,2021-3-2,84
529,2020-11-11,72
529,2021-4-3,71
530,2021-1-15,188
530,2020-6-9,185
531,2020-11-13,56
531,2020-3-6,56
531,2021-7-13,56
532,2020-3-12,227
532,2021-4-1,219
532,2020-8-20,228
533,2020-7-1,66
533,2021-4-26,68
533,2021-3-15,60
533,2020-11-23,70
534,2021-8-25,225
534,2021-9-8,224
534,2021-6-11,227
535,2021-8-17,201
535,2021-4-24,195
535,2021-2-8,194
535,2021-10-18,197
536,2021-6-4,62
536,2021-9-19,53
536,2021-5-24,56
537,2020-8-16,177
537,2020-5-26,181
538,2021-5-14,117
538,2021-1-4,117
538,2021-9-25,126
538,2020-12-13,123
539,2021-2-26,260
539,2020-6-3,261
539,2020-9-24,254
539,2020-12-25,245
540,2021-8-5,222
540,2021-1-6,231
540,2020-8-19,232
541,2021-11-26,104
541,2020-6-15,93
541,2020-11-13,104
541,2021-8-8,89
542,2020-5-24,101
542,2021-7-24,114
542,2021-2-28,115
542,2020-8-18,116
543,2020-2-2,127
543,2021-9-4,130
543,2020-7-11,126
544,2021-9-15,111
544,2020-1-16,117
544,2020-3-28,109
544,2020-12-1,107
545,2020-6-24,81
545,2020-2-13,79
546,2020-7-2,222
546,2020-12-26,211
546,2020-10-5,222
547,2021-5-25,215
547,2020-5-8,208
548,2021-9-27,28
548,2020-6-7,32
549,2020-4-6,263
549,2020-9-25,260
549,2020-4-15,246
549,2021-7-14,255
550,2020-1-6,85
550,2020-10-5,84
550,2021-6-26,73
551,2020-11-22,70
551,2021-12-4,64
551,2021-10-6,82
552,2021-7-18,80
552,2021-5-12,78
552,2021-1-17,82
553,2021-6-2,34
553,2021-5-24,30
554,2020-3-25,159
554,2021-10-15,170
554,2020-5-17,158
555,2021-4-15,121
555,2020-11-24,126
556,2020-1-2,29
556,2020-8-5,39
557,2021-10-8,64
557,2021-4-20,68
557,2021-4-15,83
557,2021-7-25,65
558,2021-5-3,116
558,2021-11-22,112
559,2020-6-10,118
559,2020-2-5,129
560,2021-6-25,230
560,2021-12-2,247
560,2020-7-24,236
560,2021-5-13,237
561,2021-2-6,214
561,2021-11-27,214
561,2020-12-8,209
561,2020-1-16,201
562,2020-8-22,66
562,2021-8-2,66
562,2020-1-6,59
563,2020-9-2,62
563,2020-7-23,55
564,2020-8-8,230
564,2021-1-15,232
564,2020-1-28,220
564,2020-1-27,227
565,2021-8-10,242
565,2020-11-25,245
565,2020-12-19,242
566,2020-12-2,256
566,2021-10-8,253
566,2021-1-9,244
566,2020-6-1,255
567,2020-2-22,27
567,2020-3-14,23
567,2021-7-1,27
567,2020-5-1,29
568,2020-8-11,118
568,2021-9-11,126
568,2020-10-10,121
568,2020-6-6,125
569,2020-9-6,64
569,2020-7-15,68
569,2021-7-17,71
570,2021-11-11,245
570,2020-3-24,247
570,2021-5-20,243
571,2021-4-28,245
571,2021-10-2,246
571,2020-2-7,258
572,2021-7-21,141
572,2020-2-2,141
572,2021-7-28,149
573,2020-12-12,139
573,2021-2-28,147
574,2021-4-7,216
574,2020-10-17,221
575,2021-6-13,49
575,2020-5-2,66
575,2020-1-24,60
575,2020-9-22,65
576,2020-10-18,28
576,2020-2-1,24
576,2020-4-18,35
576,2020-3-9,32
577,2021-12-18,60
577,2021-6-18,72
577,2021-7-10,70
577,2021-5-12,58
578,2020-10-22,223
578,2020-10-18,228
578,2021-10-13,225
578,2020-10-4,234
579,2021-1-8,241
579,2020-8-5,238
580,2021-12-20,89
580,2021-12-28,86
580,2021-4-23,96
580,2021-2-19,94
581,2021-8-12,249
581,2020-5-20,244
582,2021-6-5,70
582,2020-10-24,71
583,2020-6-1,179
583,2021-1-20,187
583,2020-5-26,183
583,2021-8-23,176
584,2020-2-5,251
584,2021-10-17,243
584,2020-7-2,234
584,2020-7-13,237
585,2020-11-3,133
585,2020-2-19,121
585,2021-8-13,133
586,2020-5-25,62
586,2021-7-22,59
587,2021-3-6,57
587,2021-2-11,66
587,2021-1-20,65
587,2021-5-7,65
588,2020-7-22,39
588,2021-4-13,38
589,2021-12-9,183
589,2021-2-14,189
590,2021-12-14,188
590,2020-10-1,195
590,2020-3-11,177
590,2020-9-6,189
591,2021-11-10,236
591,2021-10-26,231
591,2021-8-14,239
592,2021-6-25,54
592,2021-10-21,62
592,2020-8-6,57
592,2020-6-16,59
593,2021-10-12,212
593,2021-6-15,207
594,2021-5-17,56
594,2020-8-12,67
594,2020-3-17,58
595,2020-12-21,204
595,2020-3-19,208
595,2020-5-9,208
595,2020-1-4,199
596,2021-1-22,206
596,2020-2-27,194
596,2020-4-6,197
597,2020-1-13,78
597,2020-11-5,62
597,2020-3-10,74
598,2020-3-2,257
598,2021-12-21,250
598,2021-3-18,257
598,2021-4-20,262
599,2021-10-3,255
599,2020-10-6,252
600,2021-2-11,177
600,2020-10-20,188
600,2021-5-21,179
600,2020-8-20,187
601,2021-9-15,89
601,2021-4-12,86
601,2021-1-5,75
601,2021-8-11,91
602,2020-3-6,201
602,2021-5-1,193
602,2021-4-8,192
602,2020-10-19,184
603,2020-10-19,247
603,2021-2-10,247
603,2021-1-21,244
604,2020-7-4,128
604,2021-9-1,122
604,2021-5-22,125
604,2021-3-21,123
605,2020-4-9,38
605,2020-2-25,41
606,2021-3-13,222
606,2021-6-11,221
607,2021-11-12,89
607,2021-3-14,92
607,2020-5-23,74
607,2020-2-6,87
608,2020-1-14,196
608,2020-3-25,197
608,2021-11-1,201
609,2021-3-16,25
609,2020-5-10,35
609,2020-11-8,21
610,2020-6-21,258
610,2021-5-28,249
611,2021-3-14,229
611,2021-6-12,236
611,2021-7-24,226
611,2020-3-8,226
612,2020-12-28,86
612,2020-7-15,102
613,2020-6-4,44
613,2021-12-25,55
613,2021-3-28,40
614,2020-4-1,127
614,2021-9-17,134
614,2020-11-16,130
614,2021-1-18,131
615,2020-9-20,54
615,2021-12-22,47
615,2021-9-10,48
615,2021-3-18,47
616,2020-4-22,183
616,2021-9-1,177
616,2020-9-3,171
616,2020-3-19,173
617,2020-3-13,209
617,2020-2-23,217
617,2020-9-13,218
617,2020-4-7,213
618,2021-4-7,95
618,2021-7-6,84
618,2020-12-20,97
619,2021-5-23,124
619,2020-5-23,120
620,2020-6-4,134
620,2020-6-13,142
621,2021-8-2,247
621,2021-9-15,252
621,2020-1-28,260
622,2021-1-8,66
622,2021-5-16,65
623,2020-11-9,66
623,2020-4-14,49
624,2021-2-27,235
624,2021-2-11,235
624,2020-5-18,233
625,2020-1-17,86
625,2020-8-11,101
626,2020-3-11,143
626,2020-2-13,142
627,2021-8-25,225
627,2020-1-12,229
627,2021-6-24,217
627,2020-6-2,235
628,2021-4-21,185
628,2020-7-25,175
629,2020-8-26,53
629,2021-2-22,54
629,2021-2-2,41
630,2020-2-14,114
630,2020-12-13,128
630,2020-2-27,127
631,2020-4-25,237
631,2021-6-14,241
632,2021-2-15,99
632,2020-7-24,91
632,2021-12-2,104
632,2021-1-22,105
633,2020-2-21,257
633,2020-5-6,260
633,2020-2-17,262
634,2021-10-8,31
634,2021-1-4,32
634,2020-5-6,33
634,2020-5-13,46
635,2021-9-27,195
635,2021-7-2,188
636,2021-3-7,197
636,2021-11-22,199
636,2021-8-26,211
636,2020-7-7,197
637,2021-11-13,164
637,2020-2-15,181
638,2021-12-15,52
638,2021-10-10,50
638,2020-9-6,58
639,2020-3-9,220
639,2020-1-23,213
639,2020-10-2,227
639,2020-11-26,216
640,2020-4-23,98
640,2020-5-2,92
640,2021-9-28,104
641,2021-3-8,93
641,2021-2-7,87
641,2020-12-27,86
642,2021-1-5,162
642,2020-2-9,161
642,2020-6-4,156
643,2021-10-4,232
643,2021-10-6,232
644,2020-8-8,28
644,2020-5-25,24
645,2020-2-12,219
645,2020-3-3,223
646,2020-5-13,128
646,2021-10-17,132
647,2020-1-17,188
647,2021-8-14,188
647,2020-12-26,177
648,2020-8-8,50
648,2021-11-9,53
649,2020-7-3,225
649,2020-7-26,216
650,2021-12-5,25
650,2020-12-10,26
650,2021-2-5,31
650,2021-2-17,29
651,2020-10-13,108
651,2020-9-4,105
651,2020-4-3,104
651,2020-6-16,104
652,2021-12-27,178
652,2021-3-13,189
653,2021-2-25,118
653,2020-3-20,115
653,2021-1-21,131
654,2020-10-4,73
654,2020-4-28,84
654,2021-3-16,77
654,2021-4-17,82
655,2020-4-11,114
655,2021-8-15,127
655,2020-9-21,130
656,2020-11-10,204
656,2020-2-8,203
657,2020-8-19,117
657,2020-1-10,120
658,2020-9-2,113
658,2021-6-27,102
659,2020-1-18,210
659,2020-4-11,217
659,2020-2-13,226
660,2020-10-12,95
660,2021-7-13,93
660,2020-7-9,100
661,2020-8-11,91
661,2020-8-27,82
661,2021-3-14,88
661,2021-1-20,79
662,2020-11-9,78
662,2020-5-26,90
662,2020-6-4,84
663,2020-7-26,231
663,2021-5-18,223
664,2021-3-27,100
664,2020-4-18,90
664,2021-2-16,90
664,2020-5-18,98
665,2020-9-26,68
665,2021-12-4,86
666,2021-6-24,234
666,2021-1-5,228
667,2021-5-27,180
667,2020-2-25,189
668,2020-3-25,218
668,2021-9-8,224
668,2020-7-18,209
669,2020-9-28,80
669,2021-9-15,88
670,2020-11-8,70
670,2021-6-7,80
670,2020-8-15,66
671,2021-11-26,135
671,2021-5-27,141
671,2020-3-21,133
672,2021-11-27,185
672,2021-1-21,189
672,2020-7-28,188
673,2021-12-23,240
673,2020-4-28,229
673,2020-1-11,234
674,2021-4-3,259
674,2020-4-7,254
675,2021-12-2,101
675,2020-8-28,99
676,2020-4-4,235
676,2021-7-22,251
677,2021-9-5,37
677,2021-4-19,55
678,2021-12-27,200
678,2021-10-7,198
678,2021-4-20,198
679,2021-2-3,187
679,2020-7-19,199
680,2020-12-25,56
680,2021-4-13,52
681,2021-5-27,66
681,2021-2-23,62
681,2020-4-8,61
682,2020-12-3,116
682,2020-9-17,129
682,2020-1-10,119
683,2021-3-23,166
683,2020-10-5,169
683,2020-11-24,163
683,2021-5-1,158
684,2020-2-8,224
684,2020-1-23,221
684,2021-9-23,226
685,2020-6-15,223
685,2020-8-15,227
685,2020-11-22,224
686,2020-2-27,64
686,2021-9-27,75
686,2021-1-8,71
686,2020-12-8,77
687,2021-3-7,10
687,2021-1-9,24
687,2021-6-24,9
688,2021-12-12,121
688,2020-1-20,127
688,2020-6-28,114
689,2020-3-19,233
689,2021-1-20,236
690,2021-11-9,67
690,2021-7-20,56
690,2021-4-23,57
691,2020-4-21,101
691,2020-12-25,102
691,2020-1-23,98
691,2020-1-1,104
692,2020-7-15,55
692,2020-8-1,62
692,2020-7-23,62
693,2021-1-28,193
693,2021-5-19,210
693,2021-12-27,199
693,2020-7-5,207
694,2021-3-1,92
694,2021-8-18,89
695,2021-12-28,131
695,2021-2-13,141
695,2021-1-3,127
695,2020-4-2,124
696,2021-1-17,172
696,2020-9-26,185
697,2021-8-13,98
697,2020-10-26,95
698,2020-6-7,94
698,2021-7-21,107
699,2020-7-16,52
699,2021-7-20,50
700,2021-8-6,221
700,2020-2-9,238
700,2020-12-1,233
701,2020-6-4,229
701,2020-11-20,218
701,2020-8-21,223
702,2020-6-3,195
702,2020-4-16,178
702,2021-12-11,186
703,2021-1-11,162
703,2021-1-8,150
704,2021-12-23,137
704,2020-10-22,135
704,2020-8-7,130
704,2021-12-5,143
705,2020-4-1,118
705,2020-11-19,109
705,2020-9-28,116
705,2021-3-28,111
706,2020-6-17,88
706,2020-12-20,96
706,2021-10-12,81
706,2021-5-15,95
707,2020-3-27,117
707,2021-5-23,116
707,2020-9-28,103
708,2021-10-7,54
708,2021-10-12,45
709,2020-2-23,43
709,2020-7-4,36
710,2020-2-27,48
710,2021-11-4,40
710,2021-12-11,44
711,2020-2-17,74
711,2021-6-7,80
711,2021-9-1,76
711,2021-9-17,77
712,2020-1-11,110
712,2021-12-16,111
712,2020-11-18,122
712,2021-3-1,111
713,2020-1-4,98
713,2021-3-5,101
714,2020-10-11,93
714,2021-11-24,88
714,2021-7-12,94
714,2021-6-4,80
715,2021-1-10,111
715,2021-4-20,112
715,2021-8-9,116
715,2021-3-4,111
716,2020-3-10,117
716,2021-3-9,131
716,2020-8-10,136
717,2021-10-12,104
717,2020-10-3,118
717,2020-5-15,101
717,2021-3-17,113
718,2020-10-6,118
718,2020-12-18,115
718,2020-8-6,118
718,2020-5-18,101
719,2020-3-15,210
719,2020-5-11,203
720,2020-2-23,173
720,2020-6-25,159
720,2020-7-13,170
720,2020-8-23,159
721,2020-11-27,75
721,2021-12-5,82
721,2020-10-2,66
722,2020-5-26,103
722,2021-9-9,88
723,2021-3-7,201
723,2020-11-12,195
724,2020-4-5,194
724,2021-4-10,192
725,2021-4-5,241
725,2020-6-15,233
725,2021-4-17,245
726,2021-10-1,249
726,2021-6-15,251
726,2021-1-3,252
727,2020-7-13,246
727,2021-1-18,250
728,2021-2-27,181
728,2020-11-9,179
728,2020-4-18,175
728,2021-12-27,190
729,2020-2-12,198
729,2020-10-13,197
729,2021-9-7,202
730,2020-8-19,165
730,2021-5-24,169
730,2020-9-7,167
730,2021-10-21,169
731,2021-4-3,174
731,2021-6-28,170
731,2021-3-15,169
732,2020-10-8,210
732,2021-3-7,205
733,2020-6-16,139
733,2021-12-9,136
733,2020-9-22,148
734,2021-8-20,219
734,2021-9-2,233
734,2021-4-5,222
734,2020-2-7,225
735,2020-12-6,249
735,2020-7-14,254
736,2020-5-20,186
736,2020-11-24,186
737,2020-4-7,180
737,2021-4-21,186
738,2020-8-3,203
738,2021-9-26,196
738,2020-6-23,200
738,2021-6-13,186
739,2020-11-27,120
739,2020-7-21,118
739,2021-8-15,119
740,2020-5-13,242
740,2020-11-25,256
741,2020-10-24,146
741,2020-2-11,146
741,2020-12-5,149
741,2020-4-5,145
742,2020-2-13,71
742,2020-4-7,76
742,2021-10-2,70
743,2021-3-23,224
743,2020-12-17,214
743,2021-10-3,213
744,2021-10-12,241
744,2020-1-11,260
745,2020-1-9,161
745,2020-3-16,163
745,2020-4-19,157
746,2021-3-5,176
746,2021-8-24,180
747,2020-3-10,103
747,2020-4-2,97
748,2021-2-26,246
748,2021-9-26,261
749,2020-12-7,153
749,2020-6-27,139
750,2020-10-26,245
750,2021-8-14,243
750,2021-7-6,230
751,2020-4-12,226
751,2021-10-10,232
751,2020-8-4,228
751,2021-6-23,224
752,2021-8-18,195
752,2020-8-1,197
753,2020-10-17,103
753,2020-8-27,107
754,2020-8-15,252
754,2020-8-4,247
754,2021-3-19,250
755,2020-2-1,87
755,2021-1-16,92
756,2020-8-6,27
756,2020-8-7,36
757,2021-6-27,49
757,2021-12-20,55
757,2020-11-23,57
758,2020-3-21,97
758,2021-3-18,95
758,2021-1-1,109
758,2021-3-25,103
759,2020-2-6,189
759,2020-11-6,184
760,2021-8-21,116
760,2020-7-23,115
760,2021-5-3,112
761,2020-3-26,74
761,2021-11-21,79
762,2021-3-19,239
762,2021-6-9,231
762,2020-6-12,226
763,2020-3-8,106
763,2021-7-18,91
764,2021-8-25,223
764,2020-4-11,231
765,2021-8-3,30
765,2020-1-3,16
765,2021-5-7,22
765,2020-3-16,23
766,2021-12-28,247
766,2020-11-18,249
766,2021-5-14,235
767,2020-2-14,201
767,2021-6-17,202
767,2021-3-12,195
768,2020-11-6,99
768,2020-6-20,89
768,2021-6-7,101
769,2020-4-16,212
769,2021-6-23,198
769,2021-9-6,208
770,2021-12-4,208
770,2021-5-6,204
770,2021-10-28,204
771,2020-5-6,101
771,2021-2-1,113
771,2020-1-21,110
771,2021-2-17,115
772,2020-8-6,98
772,2021-3-15,110
772,2020-5-25,99
772,2021-2-20,110
773,2021-6-21,110
773,2021-8-26,102
773,2020-3-28,107
774,2021-6-8,128
774,2021-4-3,122
775,2021-10-28,144
775,2020-9-9,148
775,2021-2-2,145
775,2021-3-28,152
776,2021-11-1,168
776,2020-5-4,179
776,2021-1-1,175
777,2020-3-8,204
777,2021-4-22,197
778,2021-7-12,241
778,2021-6-19,241
779,2020-2-6,203
779,2020-3-8,208
779,2020-11-21,214
779,2020-10-24,221
780,2020-5-12,128
780,2020-7-7,123
781,2021-1-25,95
781,2020-3-21,99
782,2021-12-19,160
782,2021-7-5,147
782,2021-6-28,154
783,2020-5-14,155
783,2020-7-14,158
784,2021-6-5,260
784,2020-2-23,251
784,2021-3-6,248
784,2020-7-21,246
785,2021-2-11,156
785,2020-9-14,168
785,2021-7-28,156
786,2020-12-3,54
786,2021-8-1,55
787,2021-9-23,223
787,2021-9-19,223
787,2021-12-6,220
788,2021-1-11,213
788,2021-4-28,220
789,2021-10-1,41
789,2021-4-15,43
790,2021-8-28,145
790,2020-10-23,148
790,2021-5-25,152
790,2021-1-21,149
791,2020-1-3,128
791,2021-8-13,128
791,2021-6-4,116
792,2021-4-18,193
792,2021-12-17,187
793,2021-12-17,28
793,2020-5-1,28
794,2021-3-20,131
794,2020-1-12,134
795,2021-5-10,159
795,2021-2-5,153
795,2020-5-17,148
796,2021-10-11,249
796,2021-4-16,251
796,2020-8-10,236
796,2021-7-26,235
797,2021-9-13,150
797,2021-9-18,152
797,2020-8-28,142
797,2020-7-6,144
798,2020-2-10,41
798,2020-1-20,45
799,2021-5-7,97
799,2020-3-1,84
799,2021-3-25,102
800,2020-12-20,58
800,2021-11-11,42
801,2020-3-13,176
801,2021-4-18,175
801,2021-2-27,170
802,2021-1-13,148
802,2021-9-20,154
802,2020-3-22,148
802,2020-2-17,147
803,2021-1-23,209
803,2021-6-24,216
803,2021-2-10,206
803,2021-4-1,205
804,2020-4-4,118
804,2021-5-25,113
804,2021-5-22,122
805,2021-1-9,133
805,2021-1-24,117
805,2021-3-22,122
806,2020-4-19,226
806,2020-10-19,241
806,2020-7-6,241
806,2020-2-18,227
807,2020-11-26,154
807,2021-11-15,143
807,2021-5-19,152
807,2021-6-3,147
808,2020-6-23,129
808,2020-1-22,125
809,2021-9-5,246
809,2020-4-16,251
809,2020-12-25,250
809,2021-11-11,252
810,2021-3-23,49
810,2021-10-26,57
810,2021-3-22,55
811,2020-5-15,96
811,2020-7-21,101
811,2021-12-9,102
812,2021-10-25,70
812,2021-8-19,74
813,2020-5-7,193
813,2021-5-6,200
814,2021-2-28,116
814,2021-11-26,113
814,2020-11-20,106
815,2021-10-3,17
815,2020-9-2,34
815,2020-9-5,24
815,2020-8-4,20
816,2020-8-1,124
816,2020-3-13,137
816,2020-7-28,128
816,2020-9-7,143
817,2021-8-8,108
817,2021-4-23,104
818,2021-12-20,33
818,2021-4-8,36
819,2021-1-13,154
819,2020-10-22,166
819,2021-2-14,155
820,2021-1-4,25
820,2020-4-6,26
820,2020-2-19,31
820,2021-3-18,38
821,2021-4-10,223
821,2021-7-23,234
821,2020-11-27,217
822,2021-12-24,69
822,2020-4-12,71
822,2020-10-6,65
823,2020-4-17,196
823,2021-12-25,186
824,2021-4-1,157
824,2020-8-2,170
825,2020-11-20,48
825,2021-7-23,43
825,2021-8-7,32
826,2021-11-18,82
826,2021-12-11,74
827,2021-9-9,234
827,2021-9-5,224
828,2020-9-22,79
828,2020-12-12,70
829,2020-11-4,80
829,2021-11-8,88
830,2021-7-5,124
830,2021-10-26,120
831,2020-3-28,162
831,2021-4-28,148
831,2020-7-4,152
831,2020-5-15,160
832,2020-4-16,110
832,2021-11-3,117
832,2020-9-18,117
833,2020-4-5,49
833,2021-12-13,50
833,2021-6-15,51
834,2020-2-2,189
834,2020-12-14,176
835,2021-11-17,236
835,2021-8-22,233
836,2021-2-17,137
836,2020-5-14,135
836,2021-7-14,135
837,2021-11-5,184
837,2021-8-28,193
838,2020-9-22,47
838,2020-7-14,53
838,2020-2-10,58
839,2020-12-19,113
839,2020-4-18,106
839,2020-12-12,106
839,2021-5-17,115
840,2020-9-15,66
840,2021-10-5,63
840,2021-12-1,70
841,2021-3-7,109
841,2020-7-21,112
842,2020-10-23,58
842,2020-8-18,57
842,2021-8-21,68
842,2021-8-4,70
843,2021-10-3,250
843,2020-2-20,262
843,2021-6-16,255
844,2020-8-15,18
844,2020-12-3,21
845,2020-4-3,17
845,2020-5-10,26
845,2021-8-24,27
846,2020-11-19,120
846,2021-3-10,124
846,2021-1-11,130
847,2021-2-13,91
847,2020-10-28,87
848,2020-11-18,242
848,2020-3-6,236
849,2020-6-15,121
849,2021-10-14,126
849,2020-6-13,126
850,2020-11-1,149
850,2020-1-13,163
850,2021-5-20,148
850,2021-2-9,162
851,2021-12-3,233
851,2021-11-12,225
851,2020-10-16,243
852,2021-5-15,78
852,2021-2-17,68
