id_client,id_commande,id_produit,id_colis,exemplaire,date_avis,avis,etoile
54901,42636,1971,42636,4,2021-11-8,j aime pas trop,2
18705,42644,1746,42644,5,2021-5-9,tres mauvaise qualité,4
27536,42654,1424,42654,2,2021-11-20,j aime bien ,3
35794,42709,637,42709,1,2021-8-24,top,3
56563,42783,2037,42783,3,2021-5-9,j adoooore ce produt,5
11349,42841,760,42841,3,2020-5-11,j aime pas trop,1
73899,42922,265,42922,2,2021-4-22,j aime bien ,3
91,42930,868,42930,5,2021-1-27,le produit n est pas original,3
97484,42938,95,42938,4,2021-6-23,le produit n est pas original,1
20978,43009,1210,43009,1,2020-3-12,j adoooore ce produt,2
13146,43121,603,43121,1,2021-12-6,tres mauvaise qualité,1
7426,43166,306,43166,3,2020-9-19,tres bonne qualité,3
97333,43210,806,43210,1,2020-6-28,je suis contente,2
63206,43243,32,43243,1,2020-2-16,je vous le conseille le produit est magnifique,4
89109,43300,937,43300,1,2020-5-24,je suis content,2
75945,43311,1775,43311,1,2020-9-5,tres mauvaise qualité,4
63911,43368,1783,43368,1,2021-8-20,je suis content,1
39018,43391,306,43391,2,2020-2-20,tres mauvaise qualité,2
62221,43480,1056,43480,3,2021-11-18,le produit n est pas original,3
72189,43515,847,43515,1,2021-6-27,je suis contente,1
78614,43539,1720,43539,1,2020-6-25,flop,2
25889,43551,1258,43551,1,2021-11-13,je suis content,5
89323,43603,1983,43603,4,2021-11-5,je vous le conseille le produit est magnifique,
62183,43688,72,43688,2,2020-6-7,le produit n est pas original,2
90300,43731,388,43731,1,2020-11-10,j adoooore ce produt,2
70520,43867,1104,43867,3,2020-10-25,tres mauvaise qualité,4
35336,43873,1321,43873,1,2021-7-15,flop,5
21252,43899,1289,43899,4,2021-7-12,j aime pas trop,5
88059,43966,1010,43966,2,2021-12-9,tres bonne qualité,4
17805,43977,1647,43977,2,2020-4-10,le produit n est pas original,3
49626,44006,234,44006,1,2020-5-24,flop,1
54604,44058,2141,44058,3,2020-12-20,top,5
6553,44088,1969,44088,3,2021-12-3,tres bonne qualité,1
45414,44125,1218,44125,1,2020-9-16,je vous le conseille le produit est magnifique,1
2683,44229,515,44229,1,2020-6-23,le produit n est pas original,2
26872,44273,1881,44273,2,2021-6-3,j aime pas trop,
64149,44352,1311,44352,3,2021-10-20,top,5
18923,44412,1756,44412,3,2021-11-10,flop,1
49298,44469,1408,44469,2,2021-2-3,flop,4
67470,44499,212,44499,4,2020-10-10,flop,5
84599,44515,378,44515,2,2020-7-13,top,3
88489,44573,211,44573,1,2020-8-23,tres bonne qualité,1
1855,44667,816,44667,3,2020-7-2,je suis deçu,2
72837,44782,1395,44782,4,2021-6-2,tres bonne qualité,3
96441,44787,1067,44787,3,2021-8-15,je suis deçu,2
19750,44890,365,44890,2,2020-5-18,je suis content,5
32369,44902,1944,44902,2,2020-2-5,tres bonne qualité,2
21453,44910,324,44910,4,2021-3-22,j aime pas trop,3
43948,44932,1940,44932,2,2020-9-6,tres mauvaise qualité,2
31865,44972,1241,44972,2,2020-4-2,j aime pas trop,5
33077,45080,1005,45080,1,2021-3-25,je vous le conseille le produit est magnifique,4
29582,45180,988,45180,5,2021-5-19,j aime bien ,1
47535,45231,1547,45231,3,2020-8-20,j aime pas trop,2
59117,45265,1486,45265,1,2021-1-6,j aime bien ,4
28265,45328,1395,45328,1,2020-10-23,tres bonne qualité,1
54420,45353,819,45353,3,2021-11-24,je suis deçu,5
97561,45377,1409,45377,3,2020-9-8,le produit n est pas original,4
26760,45418,769,45418,2,2020-11-4,je suis deçu,5
76956,45467,681,45467,4,2021-7-20,je suis content,5
16621,45474,1011,45474,2,2020-10-27,tres bonne qualité,1
58144,45558,2070,45558,5,2020-3-25,je suis contente,5
12604,45696,737,45696,1,2021-4-4,tres bonne qualité,3
95945,45719,1431,45719,1,2021-4-1,j aime pas trop,1
88303,45767,1542,45767,2,2021-11-24,flop,5
57985,45768,1631,45768,3,2020-7-18,top,3
93728,45781,211,45781,3,2020-4-23,je suis content,1
78012,45901,1251,45901,2,2020-7-25,j aime pas trop,5
93026,45939,86,45939,2,2020-7-17,le produit n est pas original,
58865,46074,335,46074,1,2021-8-10,j aime bien ,3
32901,46095,818,46095,3,2021-12-14,tres mauvaise qualité,4
26702,46113,663,46113,2,2020-8-10,je vous le conseille le produit est magnifique,1
4300,46271,1726,46271,2,2021-11-14,je suis deçu,1
61884,46295,1810,46295,3,2020-5-20,j adoooore ce produt,4
50983,46559,1845,46559,4,2021-1-4,je suis content,2
37462,46586,354,46586,5,2020-9-12,je vous le conseille le produit est magnifique,5
82554,46587,1017,46587,1,2020-9-13,le produit n est pas original,1
1019,46727,336,46727,4,2020-10-6,je suis deçu,2
24085,46857,1727,46857,2,2021-12-8,je vous le conseille le produit est magnifique,1
64145,46894,535,46894,3,2021-3-26,top,3
40435,46919,143,46919,1,2021-3-12,je vous le conseille le produit est magnifique,1
75081,46939,1348,46939,1,2021-3-19,j aime pas trop,4
3942,46956,874,46956,4,2020-10-8,flop,4
62557,46974,1459,46974,5,2020-2-9,je suis deçu,1
92969,46988,1363,46988,2,2020-4-5,je suis contente,1
88498,46995,362,46995,2,2020-2-17,tres bonne qualité,5
24426,47001,1499,47001,1,2020-2-18,je suis content,1
41726,47010,599,47010,3,2020-6-1,tres mauvaise qualité,1
86779,47033,554,47033,5,2021-9-20,je suis contente,5
54272,47090,2104,47090,4,2020-2-17,je suis contente,5
94028,47111,955,47111,3,2020-10-13,je suis content,5
31479,47130,980,47130,3,2021-9-27,le produit n est pas original,5
15604,47235,563,47235,4,2020-9-27,le produit n est pas original,3
16580,47412,1821,47412,1,2020-9-8,j aime pas trop,2
22623,47429,453,47429,4,2020-9-24,j adoooore ce produt,2
29852,47475,723,47475,4,2021-3-20,je suis content,4
62567,47586,1861,47586,4,2020-7-4,le produit n est pas original,4
12073,47633,286,47633,2,2021-9-9,je suis content,1
43158,47889,1530,47889,1,2021-4-22,j adoooore ce produt,5
65958,47910,172,47910,4,2020-5-17,je vous le conseille le produit est magnifique,3
34867,48001,1790,48001,3,2020-5-25,le produit n est pas original,5
74272,48050,108,48050,3,2021-7-7,je suis contente,4
38642,48067,1552,48067,1,2021-12-12,j aime bien ,5
97602,48080,1800,48080,2,2020-8-28,tres bonne qualité,3
89545,48083,289,48083,1,2020-11-15,j aime bien ,2
40122,48093,154,48093,3,2021-9-5,j adoooore ce produt,5
76533,48279,1544,48279,2,2021-6-15,le produit n est pas original,5
81459,48386,1762,48386,1,2021-3-6,je suis deçu,2
48015,48389,877,48389,3,2020-10-19,je suis deçu,2
13939,48407,1920,48407,4,2020-5-14,je suis contente,3
44185,48411,1453,48411,2,2020-10-12,le produit n est pas original,5
22465,48472,934,48472,2,2020-11-28,je suis contente,1
14281,48480,1158,48480,2,2020-8-13,je suis deçu,5
54256,48754,1913,48754,5,2021-9-27,je vous le conseille le produit est magnifique,5
16351,48765,87,48765,4,2020-6-9,je suis deçu,1
89757,48798,2177,48798,3,2021-7-17,je suis content,5
48073,48824,990,48824,5,2020-2-11,j adoooore ce produt,3
51965,48832,1954,48832,1,2021-7-4,flop,3
15432,48854,1948,48854,1,2021-3-13,je vous le conseille le produit est magnifique,5
21436,48860,1017,48860,4,2021-9-14,flop,3
24886,48891,920,48891,1,2020-2-8,je suis contente,1
57392,48924,650,48924,2,2021-6-26,j aime pas trop,1
15350,48931,215,48931,4,2021-2-3,je suis deçu,3
50254,49057,32,49057,1,2021-7-4,je suis deçu,5
60460,49100,734,49100,4,2021-12-3,top,1
81460,49133,1075,49133,3,2021-9-2,le produit n est pas original,5
93117,49346,1872,49346,4,2020-12-21,tres bonne qualité,2
68736,49381,1932,49381,3,2020-1-25,je vous le conseille le produit est magnifique,2
95217,49438,375,49438,4,2021-10-15,tres mauvaise qualité,2
89953,49494,248,49494,2,2021-1-3,je suis deçu,1
34599,49502,273,49502,3,2021-1-8,je vous le conseille le produit est magnifique,2
60368,49527,476,49527,1,2021-12-2,je suis contente,2
48561,49548,1764,49548,2,2021-7-28,le produit n est pas original,2
31386,49578,371,49578,2,2020-2-18,je suis content,3
22600,49664,1405,49664,2,2021-11-15,je suis content,5
82770,49726,631,49726,3,2020-12-13,top,5
40840,49772,1010,49772,3,2021-9-3,je suis content,1
2425,49814,707,49814,2,2021-3-16,flop,4
86458,49942,120,49942,3,2021-3-4,je suis content,5
21369,49956,79,49956,1,2021-2-7,j aime bien ,3
30622,49979,1610,49979,1,2021-6-4,j aime bien ,1
92014,50004,893,50004,2,2021-7-19,j aime pas trop,4
57417,50026,2096,50026,3,2020-5-2,je suis deçu,5
28381,50077,958,50077,2,2020-8-28,je vous le conseille le produit est magnifique,4
16238,50207,1020,50207,1,2021-2-1,j adoooore ce produt,1
90441,50212,308,50212,3,2021-9-15,top,2
48945,50325,678,50325,1,2020-11-15,flop,4
60951,50416,1083,50416,2,2020-3-4,le produit n est pas original,3
11842,50418,6,50418,3,2020-11-28,flop,3
56214,50495,210,50495,1,2020-5-1,je vous le conseille le produit est magnifique,
57557,50573,1181,50573,3,2020-8-4,tres mauvaise qualité,5
59969,50644,845,50644,4,2020-10-11,j adoooore ce produt,1
46694,50680,2151,50680,3,2020-7-5,top,4
84837,50718,1339,50718,4,2021-4-12,je suis contente,4
64528,50720,1475,50720,1,2021-9-12,j aime bien ,1
30612,50905,418,50905,1,2020-3-8,top,4
11257,50976,1545,50976,2,2020-7-24,j aime bien ,2
37644,50984,703,50984,1,2021-10-18,je suis content,1
6425,51002,1523,51002,4,2020-3-14,je suis contente,5
15270,51110,1896,51110,1,2020-8-16,je vous le conseille le produit est magnifique,5
5121,51116,835,51116,2,2021-10-9,je vous le conseille le produit est magnifique,3
45112,51123,1565,51123,3,2020-8-6,je suis content,3
53183,51155,1758,51155,3,2020-4-23,tres bonne qualité,2
66049,51170,1712,51170,4,2020-8-27,je vous le conseille le produit est magnifique,4
33169,51321,1430,51321,4,2021-6-16,le produit n est pas original,4
66691,51348,51,51348,3,2021-9-14,je suis deçu,1
73348,51349,71,51349,2,2020-9-18,tres mauvaise qualité,5
31018,51375,1261,51375,4,2020-10-22,je suis deçu,3
17923,51500,1989,51500,1,2020-3-26,top,3
7481,51552,2097,51552,2,2021-3-15,je suis content,5
21356,51606,23,51606,4,2020-9-9,top,4
38047,51714,1314,51714,3,2021-5-5,top,2
78063,51873,535,51873,1,2021-3-3,tres bonne qualité,2
32471,51889,409,51889,3,2020-2-3,j aime pas trop,1
57616,51900,40,51900,1,2021-9-23,le produit n est pas original,5
77645,51903,1737,51903,2,2021-6-8,je suis content,3
43636,51925,1364,51925,3,2020-8-16,le produit n est pas original,2
94032,51946,1730,51946,2,2021-9-21,j aime bien ,4
17734,52028,626,52028,2,2020-1-14,je suis content,2
83290,52056,197,52056,5,2020-9-18,je suis contente,1
79414,52131,92,52131,2,2020-7-17,j adoooore ce produt,5
44446,52134,1622,52134,1,2021-2-23,j aime pas trop,1
35244,52202,197,52202,2,2020-11-18,j aime bien ,1
82191,52329,1969,52329,1,2020-5-28,tres bonne qualité,5
81649,52373,33,52373,1,2020-8-17,je suis contente,2
18313,52412,87,52412,2,2020-3-10,top,2
16528,52434,104,52434,2,2021-11-19,j aime bien ,3
34951,52437,879,52437,2,2021-2-28,j adoooore ce produt,5
1015,52443,1965,52443,3,2021-1-19,je suis deçu,4
52640,52463,2192,52463,2,2021-3-20,le produit n est pas original,2
13346,52494,642,52494,1,2020-1-8,tres bonne qualité,1
93844,52555,1221,52555,2,2020-2-1,je vous le conseille le produit est magnifique,1
22857,52586,1208,52586,3,2021-11-26,je suis content,1
84705,52687,1045,52687,3,2021-11-17,le produit n est pas original,1
86270,52751,1515,52751,1,2020-8-12,je vous le conseille le produit est magnifique,3
50155,52767,864,52767,1,2021-8-17,le produit n est pas original,5
3963,52776,447,52776,2,2021-7-3,top,5
2901,52779,1557,52779,4,2021-7-7,je suis content,1
96963,52862,101,52862,1,2021-12-17,je suis deçu,1
54389,52880,1627,52880,2,2021-9-3,j aime bien ,3
31382,52912,1580,52912,4,2020-4-21,je vous le conseille le produit est magnifique,2
16616,52918,1860,52918,1,2021-1-11,tres bonne qualité,3
69999,52929,911,52929,2,2020-7-24,j aime pas trop,2
69999,52929,1526,52929,3,2020-7-24,j aime bien ,3
9681,52980,2027,52980,2,2021-12-24,tres bonne qualité,2
25352,53002,1796,53002,1,2020-6-6,j adoooore ce produt,2
62087,53058,517,53058,2,2021-3-28,je suis deçu,3
18043,53155,2148,53155,3,2020-7-23,le produit n est pas original,5
59621,53185,30,53185,1,2020-11-19,j adoooore ce produt,3
62002,53272,2020,53272,3,2020-11-8,j aime bien ,1
59752,53291,458,53291,3,2020-3-24,je suis contente,5
24241,53337,200,53337,4,2021-6-12,flop,1
34824,53356,671,53356,2,2021-11-25,j aime pas trop,1
61926,53415,1822,53415,2,2020-12-15,je vous le conseille le produit est magnifique,4
92505,53464,2037,53464,2,2021-11-22,j aime pas trop,5
18757,53517,2192,53517,1,2020-2-1,je suis contente,1
18757,53517,2108,53517,4,2020-2-1,je suis deçu,1
37245,53577,2072,53577,4,2020-3-5,j adoooore ce produt,5
28917,53643,1971,53643,1,2020-8-13,je suis contente,4
8692,53662,1682,53662,3,2021-7-18,top,1
10801,53682,1172,53682,3,2021-1-17,je suis content,5
24362,53752,1536,53752,1,2020-4-12,je suis content,4
56037,53889,1004,53889,1,2021-5-22,j aime bien ,1
2233,53918,2134,53918,1,2020-4-28,j aime pas trop,5
40632,53985,333,53985,4,2021-7-24,tres bonne qualité,1
42337,54095,1417,54095,4,2020-1-16,le produit n est pas original,2
10260,54111,2034,54111,1,2020-11-22,flop,4
83077,54130,991,54130,3,2020-2-2,j aime pas trop,3
42035,54278,889,54278,4,2021-5-27,j aime pas trop,5
58369,54361,421,54361,1,2020-12-25,je suis content,2
72409,54366,480,54366,3,2021-11-3,je suis content,1
78996,54489,664,54489,2,2021-10-5,tres bonne qualité,2
35553,54541,77,54541,2,2020-3-14,flop,2
40609,54559,1638,54559,1,2020-1-11,flop,3
47729,54680,135,54680,3,2021-2-18,le produit n est pas original,3
47036,54701,1896,54701,2,2021-10-10,le produit n est pas original,4
24620,54755,1068,54755,2,2021-1-9,flop,1
27494,54806,955,54806,1,2020-8-24,top,3
46086,54813,1113,54813,1,2021-7-28,tres mauvaise qualité,1
4486,54834,1485,54834,1,2021-4-17,j aime bien ,5
22953,54857,1528,54857,1,2020-2-19,flop,1
66427,54897,2029,54897,3,2021-2-8,top,1
80404,55027,1801,55027,4,2020-4-19,tres mauvaise qualité,2
69612,55103,721,55103,4,2021-8-19,tres bonne qualité,4
30061,55122,1530,55122,2,2021-10-20,j aime pas trop,1
24399,55150,300,55150,1,2021-3-11,j aime pas trop,3
44405,55224,1687,55224,4,2021-6-26,je vous le conseille le produit est magnifique,3
79237,55232,145,55232,4,2020-6-12,flop,3
2637,55293,1773,55293,1,2020-1-1,je suis contente,2
1551,55369,60,55369,2,2021-10-2,je suis contente,1
29402,55382,330,55382,1,2021-8-13,j aime bien ,4
1005,55420,514,55420,3,2020-8-14,top,3
63143,55452,31,55452,3,2021-4-16,j adoooore ce produt,5
13055,55502,161,55502,1,2020-8-25,je suis deçu,5
44532,55539,645,55539,1,2020-3-8,le produit n est pas original,5
12593,55547,101,55547,2,2020-2-27,tres mauvaise qualité,3
44413,55655,220,55655,4,2021-2-18,tres bonne qualité,4
2746,55705,278,55705,1,2020-7-16,flop,2
74431,55708,216,55708,2,2020-9-15,je suis deçu,2
63262,55726,329,55726,3,2020-6-18,tres bonne qualité,3
42501,55752,1862,55752,2,2020-7-9,je suis content,4
53852,55806,384,55806,3,2020-3-2,j adoooore ce produt,2
62931,55821,731,55821,1,2021-7-14,tres bonne qualité,4
57924,55827,1699,55827,1,2021-2-2,je suis contente,4
15613,55870,735,55870,1,2020-5-5,j aime bien ,3
51171,55893,1713,55893,2,2020-3-11,j aime bien ,4
26327,55922,362,55922,3,2021-4-2,j aime bien ,2
95926,55928,1352,55928,1,2020-10-10,je suis deçu,5
24030,55966,916,55966,3,2021-8-7,je vous le conseille le produit est magnifique,5
42578,55987,1151,55987,3,2020-10-12,je suis deçu,2
85729,56004,1110,56004,3,2020-3-19,tres bonne qualité,4
25669,56040,161,56040,1,2021-8-28,je suis contente,4
38161,56095,1886,56095,4,2021-10-3,j aime pas trop,3
20456,56154,167,56154,4,2021-9-24,je suis content,1
78896,56217,1083,56217,2,2021-12-27,tres bonne qualité,1
23969,56230,1859,56230,2,2021-5-3,le produit n est pas original,2
52654,56398,990,56398,1,2020-2-17,tres bonne qualité,3
34780,56409,1185,56409,3,2020-11-13,tres mauvaise qualité,3
5610,56442,764,56442,1,2021-12-27,tres bonne qualité,1
71926,56492,1552,56492,1,2020-4-1,j aime bien ,3
92730,56503,472,56503,2,2020-1-23,le produit n est pas original,5
16212,56560,58,56560,1,2021-1-24,tres mauvaise qualité,5
66681,56612,1559,56612,1,2021-9-8,je suis deçu,2
70185,56620,524,56620,1,2021-11-14,je suis deçu,4
15571,56677,224,56677,3,2020-7-7,je suis contente,2
293,56803,715,56803,1,2020-8-9,j adoooore ce produt,2
86184,56858,384,56858,2,2021-1-6,tres bonne qualité,1
58372,56869,449,56869,5,2021-1-24,le produit n est pas original,4
86420,56934,2012,56934,3,2021-3-20,je vous le conseille le produit est magnifique,3
71372,56950,1602,56950,2,2020-8-14,j aime bien ,5
50912,57021,1352,57021,5,2020-4-21,flop,5
92175,57033,661,57033,2,2020-8-7,j aime bien ,3
35323,57124,550,57124,3,2021-3-7,je vous le conseille le produit est magnifique,5
81044,57134,2112,57134,1,2021-12-11,j aime bien ,4
59496,57229,637,57229,2,2020-10-7,je vous le conseille le produit est magnifique,2
13818,57259,1458,57259,2,2020-9-24,j aime bien ,1
24844,57291,1173,57291,4,2021-1-15,top,2
76427,57305,1389,57305,1,2020-7-1,je suis deçu,1
48628,57333,322,57333,1,2020-1-5,top,4
64721,57412,1042,57412,3,2020-7-22,j aime pas trop,5
75075,57573,1511,57573,3,2021-9-14,j aime pas trop,2
78539,57613,528,57613,1,2020-8-11,j adoooore ce produt,2
22414,57628,1033,57628,2,2021-4-15,je suis contente,4
25662,57659,1871,57659,2,2021-5-16,je vous le conseille le produit est magnifique,4
85514,57667,1371,57667,2,2020-9-25,tres bonne qualité,5
24375,57696,609,57696,2,2021-5-13,top,5
29986,57752,2181,57752,5,2020-10-10,j aime bien ,2
50541,57754,1551,57754,1,2020-5-5,je suis content,1
23780,57760,1546,57760,3,2021-11-25,tres bonne qualité,2
23780,57760,1260,57760,4,2021-11-25,j adoooore ce produt,5
62312,57839,226,57839,2,2021-9-16,top,2
93035,57857,120,57857,3,2021-7-25,je suis contente,2
47491,57900,575,57900,1,2020-12-19,je suis deçu,3
27317,58106,563,58106,1,2021-6-26,j adoooore ce produt,4
25785,58144,1823,58144,2,2021-6-27,je suis deçu,2
81745,58228,1809,58228,2,2021-11-28,je suis content,5
29163,58274,248,58274,4,2020-9-15,j adoooore ce produt,1
85748,58276,1689,58276,3,2020-8-11,je vous le conseille le produit est magnifique,2
21048,58301,535,58301,2,2021-11-20,je suis contente,4
32726,58335,1580,58335,4,2021-11-15,tres mauvaise qualité,1
64024,58451,927,58451,4,2020-3-1,je suis deçu,4
6793,58466,384,58466,5,2020-2-4,le produit n est pas original,5
91942,58468,1227,58468,3,2020-5-20,flop,2
40991,58533,1986,58533,1,2020-4-18,tres mauvaise qualité,4
44066,58592,1581,58592,2,2020-7-4,j aime pas trop,5
69843,58601,161,58601,3,2021-12-6,le produit n est pas original,2
19565,58647,747,58647,1,2021-10-25,top,5
70472,58719,280,58719,3,2020-11-14,tres mauvaise qualité,1
53345,58816,1562,58816,1,2021-5-14,je suis deçu,5
89691,58857,312,58857,1,2020-9-14,je suis content,5
47220,58868,58,58868,2,2020-12-18,le produit n est pas original,5
16500,58883,362,58883,3,2021-9-11,je vous le conseille le produit est magnifique,3
85159,58925,610,58925,2,2020-4-5,flop,5
15956,58964,1296,58964,4,2021-10-19,tres bonne qualité,3
27954,59001,1285,59001,1,2021-3-10,tres mauvaise qualité,3
89061,59097,1018,59097,2,2021-6-19,j adoooore ce produt,5
92862,59120,304,59120,4,2021-8-26,top,5
67401,59175,21,59175,1,2020-3-3,je suis deçu,2
39217,59184,1685,59184,2,2020-2-16,tres mauvaise qualité,1
82482,59242,1134,59242,1,2020-4-12,le produit n est pas original,4
60935,59416,1379,59416,3,2020-12-8,j aime bien ,4
29443,59442,1748,59442,1,2021-9-7,je suis contente,3
79331,59469,647,59469,1,2021-11-10,flop,3
65761,59478,723,59478,3,2020-10-17,je suis contente,1
81848,59633,1628,59633,2,2020-2-28,je vous le conseille le produit est magnifique,5
52810,59648,719,59648,2,2021-2-10,j aime bien ,2
79988,59689,1395,59689,2,2020-9-24,tres mauvaise qualité,4
29986,59697,1747,59697,1,2020-8-15,j aime pas trop,2
49346,59739,1560,59739,2,2021-9-18,tres mauvaise qualité,2
8628,59790,1816,59790,5,2020-10-9,j aime bien ,5
62754,59796,1842,59796,3,2021-12-19,flop,1
96153,59805,323,59805,4,2020-4-11,j aime bien ,2
74881,59819,1800,59819,1,2021-11-17,tres mauvaise qualité,1
40286,59842,1136,59842,2,2021-2-16,j adoooore ce produt,4
41978,59851,1367,59851,1,2021-1-10,flop,3
87813,59963,306,59963,5,2020-7-7,je vous le conseille le produit est magnifique,2
17134,59966,62,59966,1,2020-6-22,flop,5
73131,60111,41,60111,1,2021-1-27,tres mauvaise qualité,5
74177,60164,289,60164,4,2020-4-18,je suis deçu,2
34640,60175,1267,60175,1,2020-3-23,le produit n est pas original,5
44545,60191,1468,60191,3,2021-7-9,je vous le conseille le produit est magnifique,1
12520,60252,41,60252,3,2020-6-20,j aime pas trop,5
53202,60300,95,60300,3,2021-3-1,je suis content,5
8124,60396,58,60396,2,2020-10-23,je suis contente,1
96616,60427,1331,60427,4,2021-4-2,j aime pas trop,3
13029,60517,1938,60517,2,2021-4-14,top,1
80601,60527,424,60527,1,2020-1-17,j aime pas trop,5
68548,60567,606,60567,2,2020-1-5,je suis contente,5
16191,60672,1630,60672,1,2021-1-18,j aime bien ,4
55379,60715,419,60715,1,2021-10-16,top,5
41997,60764,316,60764,2,2021-5-14,je suis contente,4
60870,60804,1236,60804,5,2020-10-10,tres bonne qualité,3
95904,60975,2086,60975,3,2021-6-11,j aime pas trop,3
17123,61044,1322,61044,2,2020-11-11,je suis content,1
27028,61054,576,61054,5,2020-1-9,flop,1
66773,61077,1340,61077,1,2020-9-27,flop,2
84167,61092,515,61092,1,2020-9-3,je suis content,3
31952,61120,934,61120,2,2020-4-13,flop,3
10584,61198,2107,61198,2,2021-5-21,je suis content,4
23848,61199,847,61199,3,2021-2-23,j aime pas trop,3
78655,61233,2192,61233,3,2021-9-8,je suis content,3
32286,61282,176,61282,4,2020-7-28,top,3
20160,61308,80,61308,1,2020-2-3,j aime pas trop,1
19093,61367,1097,61367,1,2021-3-19,tres mauvaise qualité,5
46947,61376,5,61376,3,2020-6-27,je suis content,1
67083,61389,162,61389,4,2021-6-1,tres mauvaise qualité,5
31589,61452,1726,61452,1,2020-10-2,tres mauvaise qualité,3
1645,61464,109,61464,3,2021-6-8,top,2
39097,61500,893,61500,3,2021-11-25,je suis deçu,1
64437,61592,1251,61592,3,2020-11-3,tres mauvaise qualité,3
30100,61610,1203,61610,2,2020-10-9,tres mauvaise qualité,5
38362,61667,2193,61667,4,2021-1-13,j adoooore ce produt,5
40468,61672,748,61672,4,2021-2-20,je suis contente,4
12055,61678,2180,61678,1,2020-12-5,je vous le conseille le produit est magnifique,1
30040,61685,1002,61685,3,2020-10-17,tres bonne qualité,3
77090,61732,1261,61732,2,2020-3-15,je suis content,2
72636,61737,1920,61737,2,2021-1-4,je vous le conseille le produit est magnifique,4
33757,61765,1032,61765,1,2021-12-7,j aime bien ,5
78131,61811,241,61811,1,2021-11-7,je suis content,5
88623,61820,491,61820,2,2020-3-25,top,3
8195,61888,688,61888,1,2020-2-6,le produit n est pas original,3
69327,61896,890,61896,5,2020-8-11,je suis deçu,3
60842,61932,2093,61932,5,2021-12-17,j adoooore ce produt,5
14776,61954,791,61954,1,2021-3-12,je suis contente,4
35458,62047,1209,62047,5,2021-1-12,je suis content,4
36371,62091,125,62091,2,2021-10-25,tres bonne qualité,4
60903,62122,797,62122,2,2020-12-9,je suis contente,5
27880,62126,716,62126,2,2020-1-5,je suis contente,2
50039,62157,1066,62157,3,2021-2-11,j aime pas trop,5
45609,62371,891,62371,1,2021-4-23,je suis contente,2
5538,62405,1329,62405,4,2020-5-16,je vous le conseille le produit est magnifique,5
28299,62410,40,62410,2,2020-8-18,j aime pas trop,4
7026,62472,698,62472,1,2020-4-13,j aime pas trop,4
20120,62526,1558,62526,2,2021-12-10,tres bonne qualité,1
10914,62603,1087,62603,3,2021-7-17,j adoooore ce produt,1
88826,62617,1285,62617,1,2021-6-25,tres bonne qualité,1
84415,62628,1635,62628,2,2021-4-23,le produit n est pas original,3
35811,62648,878,62648,5,2021-11-21,flop,5
90912,62688,1258,62688,3,2021-9-9,je suis deçu,4
60535,62712,1299,62712,2,2021-4-8,tres bonne qualité,3
14900,62820,866,62820,2,2021-12-6,le produit n est pas original,3
41808,62867,340,62867,1,2020-1-13,tres mauvaise qualité,5
58575,62884,815,62884,4,2020-5-10,top,2
54686,62896,1744,62896,1,2021-12-1,tres bonne qualité,3
40403,62938,2016,62938,2,2021-12-15,le produit n est pas original,1
90216,62973,740,62973,3,2020-1-16,j aime pas trop,3
14322,62997,1559,62997,1,2021-3-13,tres mauvaise qualité,5
15374,63027,60,63027,2,2020-11-16,tres bonne qualité,4
41468,63096,160,63096,2,2021-3-3,j aime pas trop,5
12676,63102,1910,63102,2,2021-6-11,je suis deçu,4
43084,63158,2051,63158,2,2020-12-21,j aime bien ,5
63344,63166,155,63166,4,2020-10-16,je suis contente,5
25323,63184,1432,63184,2,2021-11-17,j aime pas trop,3
50614,63237,94,63237,1,2021-12-26,le produit n est pas original,4
49337,63289,991,63289,2,2020-3-1,je suis deçu,4
22069,63315,325,63315,1,2021-6-9,j aime pas trop,1
38133,63345,1152,63345,1,2020-4-12,j adoooore ce produt,2
15898,63360,25,63360,2,2021-3-17,j adoooore ce produt,3
78009,63434,352,63434,2,2021-11-5,je suis deçu,5
54735,63529,1261,63529,3,2021-2-16,je vous le conseille le produit est magnifique,2
87459,63541,690,63541,3,2020-7-21,je suis contente,2
21255,63641,2089,63641,1,2021-2-12,tres mauvaise qualité,4
81812,63781,1664,63781,3,2021-6-22,tres mauvaise qualité,5
76574,63939,1499,63939,4,2020-4-9,je suis content,5
20896,63945,614,63945,1,2020-12-28,je suis deçu,2
18734,64033,2139,64033,1,2021-4-3,je suis deçu,3
8482,64034,2162,64034,1,2020-2-16,le produit n est pas original,3
85882,64037,491,64037,2,2021-8-15,le produit n est pas original,4
34455,64062,27,64062,2,2021-12-24,j adoooore ce produt,3
66672,64151,1508,64151,5,2020-2-20,tres bonne qualité,3
75042,64171,349,64171,2,2021-7-10,je suis contente,1
44387,64191,1720,64191,3,2021-5-1,je vous le conseille le produit est magnifique,4
54453,64214,732,64214,3,2020-5-5,je suis deçu,1
73074,64291,985,64291,2,2021-12-1,je suis content,3
54295,64338,352,64338,2,2020-7-11,j aime pas trop,1
87320,64349,611,64349,5,2020-7-4,tres mauvaise qualité,5
68237,64384,711,64384,4,2020-10-5,je suis contente,5
61901,64461,380,64461,2,2020-9-12,top,5
19323,64487,1576,64487,2,2020-5-28,flop,1
54446,64557,202,64557,3,2020-12-26,j adoooore ce produt,4
43320,64613,763,64613,3,2021-6-20,je vous le conseille le produit est magnifique,3
